"","Pt1","Pt2","Pt4","Pt5","Pt6","Pt7","Pt8","Pt9","Pt10","Pt12","Pt13","Pt14","Pt15","Pt16","Pt19","Pt20","Pt22","Pt23","Pt25","Pt27","Pt28","Pt29","Pt31","Pt32","Pt35","Pt37","Pt38"
"GNAL",-0.430506117664249,-0.503424960161693,1.39434366164862,-0.16856102810912,2.14974124231052,1.17660707367898,-1.09979142429014,0.327537469972194,2.1604603078444,-0.464191355986973,-0.980184912186743,-1.60465240686681,0.919800733360364,0.152954201308443,-0.821165419788778,-0.72698629450351,-0.799558432198526,3.20654112188325,1.38359427891784,-1.80550299756331,1.18945571541342,1.36620122412234,0.917099630306813,-0.0396253709725604,0.643879212872278,-2.00588297894918,1.79006858036627
"PIK3R5",2.1075072980948,1.34652770578178,1.00344052487274,-0.15884336978063,2.12077065326556,0.564351933969871,0.787194038945157,1.00019933304358,1.44838485240561,0.284277272226942,2.5964995236378,1.73289721788894,0.955296255594868,2.19507992145195,0.416988970050036,2.55485734672513,2.97995492200501,2.72369473160569,0.55365766828233,1.88617631587719,0.236020665724806,2.70202452705136,1.16409232499479,0.873647905252681,0.754655292512597,0.416634354844099,2.97735165402246
"SLC16A3",3.84882773624619,2.86877566724902,3.58381261186727,3.2734412046537,4.83394820875954,6.39218670699917,3.62150765366401,2.64960470353821,7.72687076883718,6.61757989064034,7.93801504583873,7.82462946460433,2.83975159970016,5.75675796958377,5.42847641421917,4.2074802720771,5.6875197256045,4.74847150612492,3.52468370431117,4.64697300822552,3.14462366774169,3.85929282041424,6.05965399330973,6.29818703102926,3.43634281655076,2.27224141967877,3.3130232301611
"PMAIP1",2.77285496795042,3.59010546114917,0.654019832065003,3.73801148964287,4.3036170637882,6.69841908169719,3.96723494250241,2.90210392791081,3.09322357033529,4.57804346057381,4.20727703777254,7.52716624236334,1.89345305726235,2.58336193840266,0.209146942648506,2.11992911025326,2.11390238328191,3.4916204084029,1.97404321492084,4.34622975595017,3.21370474722222,1.41046240610002,1.79139360434237,4.76431401033674,2.70826810280743,0.132100198290726,3.29894252726294
"IGFBP4",8.55782082493715,7.85217097137605,5.33267068327088,6.36935480396303,6.81839468754538,4.90733841166957,6.56098356769034,7.50347702900825,7.25787139195464,6.6134054209434,7.91633890340228,8.30975356845631,5.84709265199991,7.29821432036348,6.13261948918926,5.30529679211414,7.89104140284819,6.86118104334971,5.77129157890263,6.01448477465999,5.96714668433227,6.23056094366023,6.9003356424184,6.63399911098878,5.90316951981241,3.86994447903678,7.04564288397656
"PFKL",5.52260972454229,5.73242522362397,4.87647661435528,5.83541205568366,6.58980628842507,5.84806918843848,5.22338673687209,5.90857614736156,6.73055199501689,5.68691674949992,6.28652283427299,5.85977585473975,5.33827181835487,6.06606012922641,5.89184971934466,5.46387551520665,5.81732075088289,5.36553161641627,5.27039840819104,5.22313933857174,5.59322703957218,6.00840206266688,5.25156974380048,5.36786310018895,5.54523181133108,5.54754820308009,5.77180410450801
"COL6A1",8.05146452106548,4.07190851179464,4.79580609005247,5.41600159394641,6.99444931877629,6.69304960226729,7.29275512358073,7.03035881132084,10.4187683214777,8.30228202345196,8.52155303633714,8.91217599662767,5.06873849288463,5.87157560133431,8.47831924742327,5.06883976933689,8.63553628755767,7.53017462864417,6.60695368548385,6.86439351735609,5.74958125410288,5.64346137200966,8.15336902756739,10.1115628018082,6.56998263053095,4.84908142907409,4.96828739428859
"COL6A2",8.82234511336842,3.60124041705386,5.06791550427088,5.76165408131175,6.80638334501234,7.50160184016987,7.36936207858923,7.25612074808692,10.4713363882533,8.27755586417641,9.18405859455344,9.3673758695042,5.36558782114522,6.5963520844231,9.14012113074457,5.33669241658956,8.92333243616776,7.64794904695231,6.48421999886981,7.15551717725497,6.11092583905216,6.41931875933911,8.97516092493701,11.3152293733479,6.84045878589545,4.09669429811156,6.05507624200105
"SIK1",2.653567570913,1.3118026999783,2.79858040482981,-2.35831348718645,4.83449796301515,-2.16780959195368,0.00740727218265545,-6.29951215542945,-0.754456660322423,-0.702579746500038,1.08788026281836,-0.690395913965487,2.66871508152231,1.07910649143619,2.3120762688924,0.0775992577210586,1.79519183122686,-0.283548737315005,-0.495680389495675,1.29655667734078,1.06888218553635,1.78690059091077,0.0622198957549902,-1.87855681417892,-0.464729846932207,0.637298645613722,5.10597589497405
"EMP3",9.44493755840409,7.49730934884283,6.07519274091522,9.88060883708647,6.90451974729369,9.31496277743907,7.49275343650092,7.92335426803747,7.70249247295969,8.27787417056484,8.84963375984796,8.40784449157733,7.29499188757799,6.05959399028472,9.77671804946561,7.64225130763781,8.13606104056589,7.61026128920119,7.93591757487214,8.30198428476441,5.33344032090247,6.34886899429944,9.46674229248518,8.46621895804742,8.73208064572504,8.80411509998299,7.02565543466285
"TM4SF5",-9.96578428466209,4.84959564373503,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.70934417489508,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.16395055606698,-9.96578428466209,-5.49405729438204,-9.96578428466209,-1.2689767980819,-9.96578428466209,-9.96578428466209,-4.18500909146038,-9.96578428466209,-9.96578428466209,-9.96578428466209
"RPS11",11.7409689375694,11.9198991701019,12.2953642923352,12.2865347323518,10.8605225805313,11.6186951682,11.482614456979,11.4287184368891,11.4008475442934,10.6582011520681,11.4193587338218,11.29701686468,11.65928250302,11.6535991831146,11.7811912152986,11.6495712271682,11.3903432185005,10.0752286425411,12.7458493000005,11.8171822168195,11.2925286362358,12.0170763138444,11.1582479668409,11.7393300612182,10.8622270326555,11.9041306318406,12.1235316956246
"RCN3",5.60334254878566,2.03556177574138,1.88192440514986,2.37226267570718,3.9168171624033,5.10731612588741,5.1992409685462,4.59683880455048,7.51310712735801,4.88441345576664,7.27858230197351,5.66017529766879,6.74464211876191,6.55747554723652,8.10783527687431,7.19237914449157,6.0923572578987,6.26184021354302,4.71375105361057,4.10552944229237,3.33707947643597,3.80045077316541,7.98787237742426,3.7127613020251,3.68058465791311,4.09002896740665,3.09416971668525
"HSPG2",6.68785446721079,2.97549124803344,3.38578971898961,5.26096032695195,3.88095895302261,5.38799244179394,5.19519847234113,5.23129708116518,6.15455646848515,4.41923925596371,6.00155020922331,5.05658123752872,4.95960945941813,4.79757220181857,6.50152648593282,5.45659433492826,6.46895834336091,5.80608986737085,5.42922579086343,5.30620325354746,5.35882452665599,3.54441659232136,6.34813086046077,5.79690808031809,6.24522897800764,4.81889721283506,5.08752497171438
"CCN1",6.49246261878435,3.87958238101207,2.80320433595551,1.91366245413863,2.01030788274205,4.22481284503447,4.50051262866394,3.43927707349715,5.86575715630458,4.32862322015508,6.21429289751398,7.4928625197251,5.20922933191763,5.23194653098419,3.62116324055882,2.43183076137037,6.35561222864167,3.68024278265427,3.38878037099835,5.81467736322821,4.11923002498548,4.67153359933054,5.41056285060317,4.72153521151584,4.80764841346123,3.94453149409321,6.0503595854772
"KIF2C",3.62658654519765,0.147585426416482,2.55681472625985,4.29794985587438,1.96419714157065,4.30164678461693,2.73781622041769,3.02968839818262,4.35517678386098,4.79771184320707,3.34171083203646,5.22905331078267,3.31081712594024,3.65555194994316,2.77843267189648,2.1293224721507,3.32220606762237,3.97400525832665,3.48623155652202,4.22057178008787,3.08925542765476,3.74273603525254,4.06672853784077,4.05371948296565,4.84128986519657,2.54554626321947,3.52757132852009
"CD53",5.37815497576385,5.06148243904016,4.58487237442831,2.40688765406599,4.82385498394755,3.90543213127835,4.3997611590394,5.10624644440083,4.49212272790268,4.19126584404037,6.49318319020362,5.61465586939442,5.26924572614498,5.39109377950152,3.81170413481265,7.03578178161047,6.10417594852717,6.06101791401406,4.97148353667548,5.62538243238354,3.63497125317283,6.20970835850814,3.71052962222596,4.0392209950494,4.28885216497542,3.9276522518346,8.39821099367357
"PROK1",-3.54640303415041,-4.14474208941257,-9.96578428466209,-4.96957999629731,-9.96578428466209,-5.7594534554516,-5.25287943288678,-4.91270101680199,-5.24160866282857,-9.96578428466209,-5.14337588641887,-4.80906871787579,-6.09068022278472,-3.86905657523234,-9.96578428466209,-4.67001841204163,-3.69044425349006,-9.96578428466209,-6.14507268572619,-6.16239828210751,-9.96578428466209,-4.93315373734935,-9.96578428466209,-5.34656853332879,-9.96578428466209,-9.96578428466209,-5.69332152572305
"CELSR2",4.50311080994446,3.85852493218347,3.63267907226085,4.65861727406568,3.37773128734227,4.32813253364681,2.3862778354809,2.29559188653944,1.45037841222458,2.68063244688236,4.10636262882811,-0.715160380044858,3.6316017747077,3.06696728836823,4.8350335006065,3.03435895443334,1.94818065103849,2.59640165915925,2.66228304977183,4.54984307968091,3.84436274468644,3.14884452830845,1.64760160847913,2.04888002006246,4.2502832474823,3.37089950953264,0.836955062393785
"FCGR2A",7.42665838697339,7.32262712811341,4.3149177826475,6.27948782479505,5.40098213365223,3.29445692520425,8.27903016143414,6.73210526321789,5.81224309948515,6.98201803348784,8.15657745081323,5.48857819726686,5.73185991978664,6.56378211464072,4.38979556748363,4.72466962845636,5.50169937999058,6.15172617003124,3.39848940305772,7.33864391457506,1.99941948295057,5.21444501109658,4.57191774046616,4.72775022755229,5.88188204815012,6.29951427472354,6.15041899242327
"NUF2",3.20686589874975,1.49820212075379,3.08922816929139,3.28502983793491,1.31947653863807,4.38314388115499,2.73263853243221,3.90931585555596,4.15385815276774,4.56705387552027,2.42089020270622,4.75959176055645,3.87567649790827,2.10449973739396,1.67278325246705,2.57597461838649,3.43195251050349,4.60697872481391,2.42512420066576,3.77783621408586,2.1928951554727,3.469950598145,2.81210753490376,4.20703710403038,4.76363352888715,1.80273684847955,3.49074017708929
"RGS5",5.06910485671588,3.88358455294271,6.15218631443384,3.89741050438007,4.23316720745428,3.0528391923768,6.0166065654855,9.69273206578823,4.48506506912196,4.01025386441135,4.46843821748603,3.35118895021139,3.33137628274689,4.07246775490991,1.32228831828884,2.36812786282314,5.7370799071315,4.91835725594685,2.05597769439692,2.34292346062189,3.4128966452742,6.72850044986209,1.79812851410882,5.07768604239339,4.24942377986218,0.552072559625723,4.02160319992389
"CASQ1",-1.77146347485907,-4.87846604916413,-3.47134641426396,-3.42774116174039,-3.48171300430659,-4.30719997508699,-1.62404454131975,-3.1031337343879,-4.1731870202467,-3.53218976832014,-2.59676233624723,-3.09398444646175,0.36382047931621,-2.65015513292908,1.36883575016032,-2.18925601002471,-2.6069775996709,0.925374045281172,-2.4265005878015,-2.78450909166477,-1.45386569815921,-4.02878768703666,-1.99813327342061,-1.6496532374799,0.106354130600073,-3.77830099452199,-1.00942522768987
"CRABP2",5.16565752665492,-0.755121910876374,4.2885127562878,-0.224935395527418,0.508866462327952,4.29901570918339,4.22975376807891,4.4823636036361,5.49975572353387,3.97005125782824,4.89569510284662,3.5141215889785,1.54557016654667,2.79003453087099,2.46390403780147,1.77899475801002,4.84312395194219,6.34528123264986,3.84559509197,2.56618549501236,9.63948713479013,1.54438821754655,3.55504706612546,6.28818261282381,1.75677176781166,-0.735174950720528,0.923853723133529
"ABL2",5.39716939886803,3.33278234372761,4.44089298268777,5.16221756627727,4.60476936344252,3.33304188808901,3.17835171032024,2.66235336493218,3.38750368715721,4.30855174996823,3.93945899956426,3.85202764698309,3.53693138742607,3.57459670139853,1.47782605483913,2.42327678231911,3.90228239381365,3.1509440464735,2.16319729513671,4.18101787990673,0.68674250922811,3.82229628795085,4.41096258253289,3.61963563555333,4.1289652521885,3.15919627568728,2.26130555060414
"RGS16",2.9835712484577,1.51705177742564,1.51562471326676,-0.72688180769388,-1.08555677226426,0.0218513410924908,3.03134912142694,1.15503979428344,2.75349086299546,1.86361808074431,4.55122846500776,2.804571997616,1.54294266343493,2.53876810044982,1.08153130787545,1.84526354727323,3.32185304758079,3.45528598777348,0.593473222986946,1.50719225881493,2.65896308979803,3.1450466300117,5.06658586711306,5.18526843757879,1.49585578140712,0.0941662863683498,3.81662060748323
"ECM1",7.58411453298471,4.73026965541475,3.14082114898724,8.15329819839828,4.55186588759354,5.36715907706023,6.0430796164718,4.08303162069679,6.0406064854053,7.85321941442696,6.79094204130482,3.91838550159169,6.25331165082927,5.38853529159677,8.0014239157555,2.63278071163068,4.9060736456473,8.33402615427189,2.42201208898559,3.53310391265237,3.99733229105083,4.35353249347816,8.79987401226534,6.2434023415931,6.26386769522515,6.05634307580571,3.67256457375064
"CTSK",7.94957884603455,6.4510511407997,8.33393052869949,9.57240329782295,7.46671113386535,6.7336319704699,8.09819067415018,7.29629302892204,7.26722008585496,6.26718577688484,7.50894746179944,6.26694575841047,9.2460937604648,6.36595675558638,5.05847885425684,9.6031548526336,7.73822724874938,8.02248234515335,3.90856162233541,4.07410012538585,5.12582281338906,4.09285241927591,7.33171591166709,7.61226461795879,6.45968894609544,2.39195199069027,5.77044260503422
"ANP32E",5.26599620943434,5.25900476491792,5.55974063463286,5.70999402898973,4.11938480559555,5.12863285188396,4.58866010759384,4.59242800206655,5.86042385092025,6.20786090786307,5.7793910582027,5.41389599932687,4.14246745329358,4.84124067359854,4.00811969256775,5.31087853149414,5.32660255669802,5.63511234264535,5.47745796462742,5.48233633271918,3.84197997004407,4.85690756276201,6.83988857705263,7.57761187223543,6.86105068362561,6.25895285436935,6.54449739581085
"DTL",3.03179040630408,1.00784784255473,3.86624718536903,3.56994032984856,2.22493351458974,2.6563900436433,1.88185733081838,2.45197752794395,3.79893934907769,3.64208986715576,1.67287977306227,3.61424639215222,2.41092619191212,2.07290214111105,1.84787055077528,1.09433645237499,2.69184248440865,1.81160126790234,3.4815158247336,2.37813176765761,1.05396001525865,2.86498265833786,4.49952244799098,2.18192062415702,4.41158725712664,2.62926729737887,2.0303579134528
"HHIPL2",-4.5448335181974,-5.11096367584583,-3.09398518875727,-6.82818104000327,-5.23185253325902,-2.82498442853846,-2.6959403222925,-3.36185568786449,2.25105476151196,0.31519803898526,-1.45184335462235,-3.20777503068559,-3.5703789255803,-5.51440883287891,-9.96578428466209,-9.96578428466209,-2.12305879243728,-2.97941415776689,-3.50559967174873,-3.60005475368697,-2.92079949786675,-1.32001776190679,-9.96578428466209,-0.925471864726664,-5.31105108913852,-9.96578428466209,-2.89192024953266
"S100A8",4.23259314901917,5.68088153645506,7.45582811520258,-0.262316625963714,6.39039608124449,3.21431328385116,5.54609346763337,4.30604129699615,4.91594182455694,4.68855803452233,6.88127820711877,5.885449227724,2.48464115271169,9.46354403022539,3.78593361146519,5.09569698017254,5.11371142991039,7.50208279466216,2.20320443054835,4.72765813468125,16.2444716035034,4.19798255917635,4.45011038004462,4.73392179445778,2.49189760110829,-0.474505364645488,3.0258996379868
"TPM3",8.80408667733265,8.61539462006239,9.5549764478732,9.1489802749611,8.83622586293863,7.84995345420626,7.38785409096023,7.87889230808583,9.05952489482939,8.88847828913883,10.0643247783713,9.35200086409538,7.65982474535666,7.56307458469042,7.05088084596894,8.36963081899645,9.23652781643668,8.51778997575204,7.90095471545991,8.37937049939359,7.65344121037521,8.01565123673817,8.87989540331365,7.78361773212406,8.85934009050252,7.64738261702257,8.27518208621466
"SLC27A3",3.50970404538789,3.62737265671529,3.07085024401762,5.51586612027357,7.00657410049361,3.47491677595189,2.81433867132582,4.09333184666337,4.26839356311368,7.28206353385087,3.39371588343387,3.37296005905216,7.55385992035627,5.3913121565802,6.43393565868076,4.76575247758671,3.13815402705467,8.68737186616952,5.42964806042036,2.19764705806973,3.9346584726037,3.82973830991451,4.44987314975965,5.11374202268047,5.24433932078752,2.39327631454481,3.38658407370868
"S100A7",-9.96578428466209,0.28110691338362,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.38394143104602,-9.96578428466209,-4.3118056215836,-1.71909877871212,1.24859904661098,-1.49743593730611,-4.07337029045437,-1.28218825816821,4.20815772343313,-9.96578428466209,1.24026804006054,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.61540300063241,14.9828556623808,1.29048439604598,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"GALNT2",5.31231644875726,5.04589941503474,5.18643799324724,5.93785643929668,6.36252374831908,4.00885790169575,4.24731232727682,4.68896407284506,7.04119714717158,5.34726897746672,6.31545032519849,5.49314764755982,5.38769408735391,6.47507036560997,4.37639193200534,4.58786961135094,5.05559548370238,4.22178886300297,4.97753204044059,4.96435521412551,3.89033821197554,4.03795441915283,6.69106658798511,4.2970163281327,5.61647076530223,5.43702445029532,3.98236901404507
"CEP170",5.56479516952261,4.2215844079484,5.66293504751977,5.43894750552846,4.04053283987829,4.39272203666868,4.07344482479436,4.52043206998626,5.50138190411996,5.99429154038117,5.86106650603103,6.66800611781171,4.66673966377661,4.44680639474488,2.75858647476629,5.38615044273332,5.46316122270923,5.18749165980546,4.07015325969144,4.70710836837089,1.6743903079351,4.22676776814853,3.52940662674165,5.04901344628656,5.97237303869572,3.73816641871959,4.15367322408197
"PSEN2",6.08442328036268,3.57046003340163,4.11357936214801,6.3507150405214,6.47332464731322,5.85463687597488,4.024136289954,4.66377582328212,4.38463722468266,4.56183117184237,4.62486213842067,3.79655936688814,5.38293584601794,4.13185410402688,5.27475723734642,4.3480406006415,3.93646003301986,3.11759683669784,4.04029401689919,3.61511799356675,2.51580221947849,3.14070589191188,5.80133756654252,4.75681558840644,5.02777443341095,4.9477523130943,3.71921359853171
"RHOB",6.89500680254243,6.36351114098921,4.83560729708081,6.85578448406608,6.64830084277482,6.29714198292895,5.00283370920254,4.64603947472988,5.17306137082457,5.61485343549588,5.90692465113218,5.49701561166331,5.35803514283125,6.18741071987306,3.83851934506096,4.49790975913661,5.84862065520356,5.48735974315943,4.34330952847059,5.73013403895572,4.81585554171476,5.74580202997122,7.1359432303448,5.43069962091284,6.62158730067014,5.75696555899323,5.29963266850465
"NPHP1",3.02125153995819,1.5347079405148,1.7248125502702,2.62459827665604,0.297882989509466,3.03191101088903,1.25127407806609,2.95144561864141,3.30037981806395,2.3530282217806,2.39956971178728,2.94521057217764,2.38852943855742,2.30057453165863,1.03138761197037,0.738685995673563,0.752220215369249,2.68114659547731,1.38252886879477,2.26101737049733,-0.193918104465268,1.36854274398088,0.633898243590344,2.07566915482091,2.6304968303024,1.59597131803091,1.19833943999209
"GULP1",5.36768097491544,-0.907617171293103,2.95137268720939,5.37051816122202,-0.157805635370949,-1.94439702102554,2.52994427147794,3.60943617417591,6.41200003198735,5.14845251120881,5.94223060030985,0.35558474753764,2.90904882116761,1.04630188518748,-0.0719810318771962,2.98787602405123,3.58518042171351,2.41486352280796,2.06346480783828,3.60790858396054,0.131653073839144,4.21976808799191,0.111671350665852,4.50190140266485,4.46546005892211,1.2301551792764,1.25807070476528
"ACKR3",5.02886577519224,1.0663308757762,2.10007633752979,1.84736650144535,1.19710235214461,2.77557862929018,1.98973361369133,2.3863486536427,5.26401165091287,2.27438578103901,3.98709042311487,3.6989801199102,0.805616937814496,3.06606335155684,-0.141141763574129,0.658243916495276,4.67190229296405,2.12865541568454,0.542684317428023,1.63162984706387,2.87465073796931,0.955564792346298,3.22690820750121,1.50935572833355,1.22735589051346,-2.09882138742202,2.16955654497933
"EAF1",3.99869681690345,2.78620451433491,4.10403404841068,3.61848852741416,3.22362840495624,2.691548348656,3.47871792206071,3.52810812852181,3.62337257127007,3.40930118869229,3.22698264362307,3.74781683980077,2.77342024429534,3.21833470100343,1.03127377359708,3.04661516722381,2.80363411825859,2.70887703111488,1.03947035287278,3.45417342088342,2.8295637842112,3.38639623819725,2.85071716900772,2.59463293918812,3.0437352254442,2.71418749694358,3.51312669977441
"ITGA9",1.12388036092569,0.931261706383127,1.47129903505139,-0.97826721011323,2.13300183857021,2.7892137566154,0.0242739331074565,1.04790449726503,4.77262214732829,0.255530410346144,2.61490524603872,0.715545637858292,3.17545790594928,3.78564660182519,2.16306542635289,3.27191274380277,1.74062775748004,1.37535551154519,1.2819443917099,1.21143602924658,-0.245857905347713,1.99752406561417,2.42442607070166,3.13053641869761,2.67880752212436,0.022726467831395,1.12671484933527
"COL8A1",4.14383224376226,0.282527412143541,1.134697650122,-0.098880006750482,2.84881891403241,0.967794958678787,1.8316300736127,0.367110039054906,5.51238337062458,4.63156098950947,6.74400563324398,4.20537179357654,1.20170665741109,3.43224708396178,0.4672340224053,0.183680142497542,4.89542264428036,2.90611422891456,1.341793838326,2.01536339660807,-0.779659817282815,3.50969633511001,3.5844776303005,5.34467253100174,2.58332110454551,0.989665281967302,2.10387066217317
"BOC",2.97045337926311,0.219054211765762,1.41936647985804,4.1257372416126,3.91518192257956,-0.500903731341742,0.217547689611429,3.89072333959831,2.84008165669976,1.97841180346724,4.26227177551181,3.11776632479917,1.01389025866225,0.355951108474671,2.01704058853497,2.91978091091881,3.01965757922287,0.899646322047339,1.18290570629132,1.97782892303767,2.38135570649441,1.36484376378002,1.82489092126903,4.45337006453451,0.715410602431925,-0.896901985427652,3.63034372830874
"AGTR1",0.659216647792157,2.9126461254073,-4.86736955168678,-3.02451641323199,-3.47325895302062,-3.23488867886108,-1.6335510149528,0.0738292605432454,0.0209403930005865,-2.00543868112169,-1.83530240059891,0.0788305784532684,-1.75780046236593,-3.51577320653763,-2.69698268134378,-3.34936628450886,0.867506693353143,-1.15064935473222,-0.223834732230534,-0.73931484805677,-1.65822230623522,-1.99315398375258,-2.40985479148928,3.27457294230032,-2.89771304250543,-4.98374327102361,-3.79533376758834
"TRPC1",1.05229364200221,-0.677270608064289,0.891030625306609,0.638774436345576,-0.744677859573566,2.70732053032655,0.486819215276526,1.70889880172147,3.17848517815896,-1.06922475618392,1.5824285662235,2.70621499951032,0.486097412483142,-0.196464320678582,-0.811262937205239,0.10579585531074,0.229075036587363,1.329375727121,-1.22746907223279,-1.97009203394409,-1.44464320352242,1.89632886722224,-2.87511833090155,1.03026729804296,-0.263088605121855,-0.974165932185947,-0.255123511789043
"NCEH1",2.16256573813918,1.44988946441817,0.169024081921504,2.67041171145842,2.75724730763523,0.968158817296994,1.48302060577239,1.87383453980709,1.57646790360089,2.17502637006059,2.79453730152831,5.50754736195512,1.42896232249652,1.21549918867069,0.315876869781343,2.39505920753647,2.02196274413863,2.69166955614158,-0.707210590782482,2.70101800917792,0.51059957367706,2.79776677456451,0.897823548810159,0.379213933237964,3.17494579109719,2.41616138973423,3.58424286660421
"SLIT2",1.1413415052779,-1.47535806482512,-0.36918584288028,1.19933095122763,-1.10696028483728,-1.79294976574983,-0.364599776530079,0.585125734628514,1.54562385244732,1.91087669334455,3.40282364238235,1.94974390768826,-1.05617216797204,-1.22396004939385,-1.41119023365526,-0.285125685331519,1.75001701598929,0.231694622548022,-0.731927947990272,1.45119479672016,-2.98410796492078,1.84462618756318,-1.04007327255328,4.35841822520921,0.102737854429016,-1.74642590846155,-0.0654329734568612
"ATP10D",3.81659059782442,2.71334193559265,1.16181299281077,3.16683191955679,3.56666765920412,2.48464580901959,2.12767397589684,3.23407048498684,2.52092033392349,4.78690524597363,3.75430121289446,2.8066445235727,1.4915002991943,1.47040614992138,-0.0967144262509734,1.94822407196241,3.038975813383,2.4026973484704,0.602866485739373,2.43178404181216,3.62310051731827,2.89479286562151,0.312874451087256,3.43660871947073,2.52396022695263,1.15994281705953,3.07895042046297
"PLAC8",1.85365681991763,3.26940582068052,0.867305421334612,-1.7107645326823,-0.0377184469810301,-2.45067853125546,0.0837413777607436,2.22568304613811,0.0770093287294187,0.134886418505815,3.11868166811531,1.43071796223841,1.18073939008076,1.84375372487064,-0.251439523517202,2.1238046997111,2.59832966220416,1.21169791146836,1.379438439798,2.54601925349535,0.291226733427536,1.96876242260062,0.0843501946261507,0.888624733381986,1.0405008160403,-1.31762217402707,7.29627137362818
"CCNA2",3.36966689340364,0.936482044345558,2.21609973804729,4.56647596705432,1.65247760302152,3.93983188164263,2.74840334598152,3.3924572568736,3.15589500708339,3.79166134992353,2.22394087106193,5.0394029264228,3.43765547384485,1.63703138069296,1.22685502587212,2.32967906341661,3.10044707872443,3.68564872740748,2.19819387157528,4.4047085464172,2.79675459323164,4.07604431004536,0.635960730417931,2.8374039320895,4.90336695020347,1.71411590178782,3.56234156631924
"SETD7",4.79051939099635,3.29593054229391,1.49870696023225,5.41335514141146,3.98236355127717,3.03597564709699,3.20117277596981,4.45605799769282,4.20072513175503,3.41314435042149,3.99825900204847,4.36528076530494,1.88994676657701,3.0110668813876,0.714498467763878,2.12333010739492,3.48071914010592,2.82730686390924,0.817466981316667,3.18904971889957,3.45960295353188,3.8573222569162,1.40245176145987,3.12678613630886,3.25319851078664,2.28062971559344,2.91153590327203
"SFRP2",7.5716334044436,-3.01183303889167,-2.03750862335086,2.41741431450149,4.98654995428741,2.45120735889053,3.55323908842265,4.59177722670352,5.73951129388225,5.95948777710873,5.62622819626393,7.96023527213549,3.76387824679862,1.55769627852717,4.61669935626961,3.45834949008582,8.24987928745741,4.78872551376062,2.88268145647013,3.7231820349473,3.55628278835351,-0.78140718428369,4.95351025218568,6.19493349614815,3.52426607715261,0.0751681000985215,-1.65301946895428
"PDGFC",2.188159109467,1.41866801222501,0.796276132569483,-0.400418921673669,0.740756357579005,0.426341497288971,1.88040660433682,1.43788838748564,1.79858914062962,1.26756151434693,3.99706012437903,5.03289992686361,0.643541270580394,-0.281235908187609,-1.45030694659661,2.38416771415746,2.49267756672029,2.18083956288613,-1.62462684998926,0.40672905254197,1.11450835609156,3.06481638762177,0.131996293862778,4.05714382078675,-0.0145812351312201,1.71972467546367,1.19801948294555
"CBR4",3.31746927650483,3.77240201882901,2.66471556693406,3.98693934775175,2.91982202442174,2.95595605188354,3.14080080282978,3.9255467669622,3.82344800350003,2.56716131236751,3.59003004555399,3.34541839509926,2.67476279268026,1.93845689810892,0.726405391262428,3.07279322750166,3.1816630869537,1.90310763610856,1.07513890615717,3.83698931107311,3.29047010959141,3.42003536651617,0.605751940675883,3.21475139234599,2.90353553553354,1.97163983969432,2.8522891186044
"MYO10",6.30139185151692,5.53891492975516,6.21195961221485,7.19363673511951,3.8233266699926,3.60648374149107,4.3011212408327,3.70403358809618,5.43121935492307,3.88668428730355,4.92640689113878,5.28598915128917,3.634063844671,6.08352380725933,3.48859338998838,4.95135831581605,4.96152678210793,4.83169772883862,5.25012824326945,6.06710410470595,2.64827793080795,5.71670674224303,6.08163302760639,4.01549416816716,6.40712475644827,6.68243674388532,2.15121967379648
"OSMR",3.90464035288169,3.14453212252991,0.772178089441246,1.84760320876405,1.57258097967662,0.709755794458953,4.4746734792739,2.46752545364757,5.82517175198063,2.46073456724245,5.55125862762988,5.2401661610944,2.50506276647771,4.0217250986745,1.57640748201133,1.52055730312633,2.94702215495514,2.10471243686283,-0.163404131080711,2.56995869772893,4.20037184500211,3.14639398373294,2.62672514764266,4.97258277305142,0.887004302721845,3.23597807099892,4.37377984626377
"GZMA",4.01889050801088,3.0328298396617,2.26063992770916,-1.33443269197047,-0.508401374867337,1.76805316525323,2.03193080010835,4.15756735766276,-0.774700743491347,1.76257326037701,4.61793378035773,3.52496500498068,3.13230454709837,0.798463947571395,1.472920377487,6.63885939850625,4.08909186794179,3.44340706681907,4.36980883933511,4.44197912974473,0.755322438864799,4.61368836982971,1.35359988201864,4.10213641822225,2.96727987368125,3.04178256740533,4.61390104488757
"SPINK7",-4.4305873744192,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.54159958789325,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.98659257417796,-9.96578428466209,-0.455740373445392,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.44703028918909,-5.94405852087469,-9.96578428466209,2.99167253248666,-5.68418696488848,-4.01014003933091,-3.72151681934989,-9.96578428466209,-4.14563170242324,-9.96578428466209
