"","Pt1","Pt2","Pt4","Pt5","Pt6","Pt7","Pt8","Pt9","Pt10","Pt12","Pt13","Pt14","Pt15","Pt16","Pt19","Pt20","Pt22","Pt23","Pt25","Pt27","Pt28","Pt29","Pt31","Pt32","Pt35","Pt37","Pt38"
"CYT_Rooney",-0.134723788049598,-0.254085682074396,0.0958286358511929,-0.87204058624583,-0.67981961668549,-0.161781285231119,-0.435738444193922,0.437993235625709,-0.926155580608859,-0.54058624577229,0.330890642615564,-0.307779030439693,0.233370913190537,-0.721763861842816,0.179819616685465,0.99098083427283,-0.0298759864712433,0.719521764905439,0.896843291995491,0.482118404047625,-0.58117249154456,0.676472614839694,0.286620097118146,-0.414392133917481,0.00901916572717815,0.60033821871477,0.605975197294252
"Teff_McDermott",-0.16080971625671,0.234513846610035,0.229813664596279,-0.397919396919548,-0.488424618859374,0.385175933275899,-0.130999435347258,0.220247979445301,-0.883681535855407,-0.816487859966079,0.423358579813297,0.108505411499577,0.0261654570244158,-0.73176447221603,0.325228684359117,0.877470355731229,-0.0107284020327468,0.329515046315115,0.591539160733232,0.522840515155773,-0.387858593383213,0.523488758638792,-0.144408237126936,-0.743083003952531,0.37210615471485,0.495303186432191,0.576510446075667
