"","P6494","P1867","P5038","P5118","P4631","P6126","P2051","P346","P2056","P4949","P5784","P7357","P1509","P9449","P167","P9521","P1494","P7623","P9705","P4810","P3549","P6336","P9699","P8727"
"CYT_Rooney",-0.901554404145142,-0.738054116292515,0.346327037244828,0.102393721782851,-0.375569886941335,-0.353483016695491,0.143350604490486,-0.639608520437588,0.861255037420839,-0.374784110535446,0.19991767953125,0.549798503166379,0.94300518134715,0.417962003454228,0.411629245826134,0.261370178468615,-0.495682210708163,-0.466624126422007,-0.815198618307487,-0.527921704087554,-0.416810592976438,0.789291882556127,0.780080598733448,0.314335060449042
"Teff_McDermott",-0.772799759289913,-0.688581314878887,-0.0155535112569996,0.0455594002306759,-0.369683861412034,-0.113610149942348,-0.450555714746209,-0.611411725558364,0.775086505190315,-0.625144175317197,-0.0271049596309293,0.630334486735879,0.922722029988468,0.531162857355554,0.381345656022657,0.493079584775081,-0.712802768166088,-0.629329476547761,-0.63974313246836,-0.417731149971942,-0.479238754325269,0.615340253748565,0.706882272047642,0.283909418906769
