"","P6494","P1867","P5038","P5118","P4631","P6126","P2051","P346","P2056","P4949","P5784","P7357","P1509","P9449","P167","P9521","P1494","P7623","P9705","P4810","P3549","P6336","P9699","P8727"
"SDC4",3.95676295386757,5.79888000741126,5.31410192578884,4.79708562971389,5.50404828535422,4.80259649466975,4.83704506124889,5.08727188368128,4.79166823180107,4.77352695103618,3.61258840669872,4.9919707406609,5.83402094741513,4.00307147192999,6.22063177473638,4.18130136492636,3.97008978066734,6.45548340105719,3.35848066052385,4.26095151481219,7.60512389342853,6.2962352959997,4.49280816484673,2.77172714795999
"SRSF6",5.42500604148493,5.81686334033989,5.259234818268,5.04889878022756,5.77370100642881,5.01808665080229,5.64657167005179,6.06005387059349,5.33363124933671,7.00275876908993,5.35829779072089,5.33778957488694,4.89547228315255,5.7398508023507,6.02970906730359,5.59439627030724,6.47614024602524,5.71447907795647,6.36828993187351,5.05964513743456,6.45956112749265,5.29665562665982,5.33445386232368,5.93979780571927
"CSE1L",5.25615772734461,6.0000473376544,6.68829227783301,4.86379972307727,5.44814439483187,5.54024120189447,5.1868768706794,6.35375730486037,5.00605111967726,6.47521299428861,4.03543916256154,5.07354177655832,4.74617838097141,4.67143491724901,5.01435529297707,5.5422394741747,5.44877213333702,4.98162436069636,6.2793394263997,5.39869581504169,5.7914129774399,5.28163149145727,4.99346604799286,4.29437813518672
"PMEPA1",2.19152790937736,3.99329394002476,4.78370284492526,5.78321828091251,0.872883905868129,2.2288494676618,1.9382105025071,1.08634219585287,2.6883639015943,5.83060773930904,3.67507068494425,4.17692111164436,1.20247414309163,1.07800858649392,4.62595426296541,1.26899722828926,1.20138293586405,4.51213205243474,3.49344239114641,2.21724622898717,1.39313059876612,3.74560306974432,1.25782529956462,3.13307355749636
"MCEE",2.74288794774999,3.67133866831809,2.38080978066826,2.97874843480108,3.23328067549443,4.11851754324083,2.52368489352671,2.1396168349429,3.48133769537092,1.97574022747236,2.82238549128507,2.90816153086132,3.06013387358579,2.25286370661544,3.13410427063795,3.50547177609687,2.92732950158411,3.55241396190451,2.92167054026582,3.26694841323876,2.6037106048169,2.9531646473451,2.9208153965364,3.13752647553392
"CDKN1A",2.03845374112861,6.32267990375426,4.72721799051459,5.53353843098654,6.33461832865038,6.32574078419674,3.32175928969228,4.54908384265712,5.77010487449219,2.9108938050087,4.39890440989996,6.04234885231073,7.18434972939096,5.43358377208802,6.83803151598482,5.13197216588022,6.80358869830894,7.03714058110004,4.94059902429441,8.08561585846429,5.84754849935557,5.45277991076487,5.30014203276555,4.43223119685822
"RUNX2",-0.145032507306411,3.09326099211719,2.83225205006,2.75829464801984,-2.26938004089882,0.987415465781154,0.431195034889899,-0.587311677126324,0.342691271670904,1.55367506012294,2.14026495181551,1.00138432287054,1.20181575472958,-0.624232104691697,1.97472753177246,0.891636935701807,-1.00528126243279,0.836158442646174,1.02229678629346,2.20207601080184,-0.393620313698667,1.58215613562289,-0.371769529501995,2.31396556835236
"CXCL6",-9.96578428466209,-9.96578428466209,-3.60707155353351,-4.78179366931758,-4.87984131673449,-9.96578428466209,-4.69214158659472,-4.21857145844833,-2.41667733244698,-5.24752130771115,-3.29783540621925,-6.07225703747216,-5.19465404802997,0.771141860272247,3.27642222125112,-9.96578428466209,-2.034680407221,-3.06617359058639,-0.581430061948288,2.27262941176499,-4.57063577624557,-9.96578428466209,-3.59764978522323,-3.23696582781872
"EREG",-7.40551198758582,-2.23318945711707,3.12051285758535,-9.96578428466209,-9.96578428466209,2.52615396823659,-6.67918845211647,-3.76671073344452,-3.45680585203533,-2.81479819875701,-6.67985983074291,-6.55230528668387,-5.38858509756811,-3.35984851005327,2.4084754678996,-7.22996969881659,-7.57903402644699,-0.730720239621184,-2.4740674492987,-0.103531283743981,-9.96578428466209,-3.63862868896048,-3.68260886310411,-5.42861248606186
"MT2A",4.78850301334978,8.07889265068384,9.64434121444202,9.61641467609086,7.73710534847905,7.41468523580722,9.29062713958726,6.0881797673876,7.81115630577894,6.44071637915371,7.64312022761757,7.70674464784582,9.48923784634151,6.3383085238491,8.41702124935791,8.04251849004348,7.29665929713056,10.38453662559,6.54918244085825,9.49345319940559,6.74249134062781,9.29830777066006,7.47339729239044,6.64385618977472
"ABCC4",-1.33399607780099,0.453196212900461,3.12622125684463,0.279958550091615,-3.0547399038524,2.30092613780918,1.93019610715963,1.13559396848411,0.492581313207035,1.53400182100129,0.793363224849024,-0.202548675537127,1.41292240135615,1.77193204817823,1.12399058429136,2.89141529817496,2.47291401837478,1.50874301930697,3.6241827971312,1.16243564122248,0.740539048613343,1.81822476662679,0.93998628483271,1.31795811165632
"BMP4",0.940354711533293,1.49577189968113,1.85587013199154,1.78801744817746,1.74386391285108,2.23693339578508,0.77337186581476,-1.66404575555753,2.99692197500739,3.04204892777196,2.20933170621492,-2.5679727679445,-2.31981609331615,-2.13912775817569,2.39404761891764,0.805787716519029,3.41328265628803,1.39665272752002,0.0960863977168283,1.431917084418,0.0624671435007056,-2.50319203814222,-0.504319162078658,1.58815693553644
"PTGER2",-4.05721873099762,0.507830152254941,-1.09341413376467,0.771395443656875,-4.25000620257112,-0.692366306102477,0.906028568286295,-2.60134317160484,0.833448760451443,-1.09799590332761,1.05022305713474,-0.52959328918067,2.76631104685521,-2.00500617132494,1.05501513250057,-2.86399765984344,-3.02593477399196,1.30555034233885,-2.02805737478021,-0.408960220716603,-0.912105433213598,0.345430440987682,0.247684512762383,2.08594466700391
"SOX9",2.40825262511718,3.94020434465204,4.41542066426223,0.00852991531585858,-1.1613918592019,2.23993566761281,-1.03705866179133,2.31087812226639,1.87882341394817,5.36300282298868,-1.25189948584792,0.650424520852775,-1.94095489362118,-2.12805544520254,3.40154855500277,1.49566958269799,2.87738500360222,2.91980914429076,4.10798909669006,1.49881251554857,0.882447416431731,0.0447298347771446,3.59722126840031,-0.277077631461138
"IL1B",-0.639532336357786,2.57908840757387,3.46979482840166,0.654362212677405,-2.40750899625993,-0.914045138580242,0.716964563608779,-0.788598985607861,1.92429375258037,-1.73759089750944,2.04695197843759,3.1714886763583,2.8667932699335,3.3868247389019,8.73401519847156,-1.95038038358451,-2.80914497397,2.53410892762172,1.96121212938537,5.66954556606992,-0.918796739582606,-0.46552398118211,2.19849415363908,2.82400201358656
"C3",3.75750335357129,7.45737267025805,6.76129857248027,8.71929982633234,2.44031174372889,5.1413673907597,6.952717954243,4.15064902992004,5.97627426653119,4.3617332739964,9.5828024774855,5.89853488133275,6.01896570311106,3.64503294887565,4.27534234570711,4.40846052220449,2.95628902658394,6.68690666570219,0.271772263755452,3.90275857618324,6.16854777276674,6.25412536311697,6.49355927617063,7.95675366267198
"VASP",4.12530394032789,4.76124803517718,6.36434305356399,4.8128575708008,4.35928220075697,4.80627249481596,4.9568558625326,5.13034609751639,5.37023055369347,4.77504527231708,5.81996956493048,4.60954222933022,5.83907778302757,4.6153692111472,5.98829385659902,5.48628639153513,4.23189316164533,5.10299819110307,4.37708209227089,5.02915247710041,4.53985361944539,4.7198296056068,5.23188164460861,6.44722707516235
"BMP2",-3.47534411814152,-0.656585355121081,4.34531120788093,-0.71729688640351,-2.85538971865418,1.02509259777533,-1.62342066200364,-1.25873236198298,-0.222562188441086,2.49678955855737,0.674099028537714,-1.10728102897497,-0.0471774168042856,-3.26680186941114,3.4531487921376,-4.59573162894617,-3.03907318556481,1.86374819237931,-2.69733117629633,-0.63012819483022,-2.8675416046585,1.07809742302666,-1.02697216509364,0.70087468060853
"ID1",1.4440043985831,3.8053440532131,3.88209521029232,3.95878700747958,0.950027886317549,4.9609518280672,3.38521012917473,2.02935393454024,2.83962103831898,6.2581080674693,5.33410341500772,1.43745147780996,2.56256726119816,1.97162631973835,6.31446632856069,1.54135128179973,3.30686882583374,4.29920801838728,0.0579562098287775,2.12141664653772,2.40102967362333,2.04998268663269,1.01234697842187,4.66932162587134
"F10",-2.76291603612941,1.62477001888492,-0.836954757424945,-0.181432444459257,-1.7560726217612,1.68986717977105,-0.175243549995955,-1.97199106169119,-0.878188848858013,-1.77203717766157,2.30970298354441,-1.87107844405017,-2.70788734531972,-2.47997107306578,1.77372632182757,-3.02566452826846,-1.56949204990854,2.09174383354921,-2.94410469031833,-0.945829453794293,-0.180912280842179,-1.76937887475096,-2.12022523690915,1.99290616894624
"THRA",3.16847516616201,3.07941907437145,3.74580741215243,3.55412220250005,3.6089274915212,3.40525721455497,3.8874862784568,3.48286118725978,2.73254707336432,3.87233628810464,3.52943367770443,3.06443625042158,3.46545212740898,2.19250350654555,3.40989324601365,3.69580455829203,3.74281466986289,3.8594428485271,4.42708316808113,3.87689015726019,4.09879008848706,3.57861271169348,2.20579285848905,3.32814711403363
"CCR7",-2.05732561068476,0.417261141835647,-2.05132739329446,3.3898971621151,-4.61050719708725,1.98885552810062,1.71564301818054,-3.03954760024876,1.78177514987647,-2.95994643446068,5.38285743250875,-1.11464742555366,1.94045244160257,-2.39950186957457,2.10139795218253,-2.45025789555224,-2.69979425652156,0.894224075209764,-3.68166071209574,-3.97350076065617,2.55234263882143,0.107553970289646,2.63772615793072,6.2976243068903
"FLRT1",-2.2219462166799,-0.901381017510971,-4.49202983729779,-2.42041047040527,-0.383444687080682,-1.39943336354864,-2.80587259334206,1.03709400565566,1.59644382703719,1.5182027520995,-3.09397759090478,0.210201813204885,0.838330598902554,-5.96470266893664,-2.89361415616991,-2.8419111997848,-0.827666107047473,1.03446224860071,0.234366425641824,-1.11963262750139,2.34011785620833,-3.58974226798236,0.353662044745063,-3.92078698257959
"GLIS2",-0.334196128545624,3.45341222109807,2.41538550748066,1.70850510166784,-1.13972843154002,0.828534098999993,1.33494577533208,1.01286898024652,1.21228295024655,3.38418798935749,3.73771920546126,0.888281512603426,1.81786061759404,-0.785509592405117,0.502279676177578,-0.214069522338096,0.87907052700299,3.16717645535091,1.15224833075742,1.71963907174276,2.6360468468708,2.16955305877932,0.106160683238962,1.91366495042914
"CFP",-1.96931644525971,1.72781156780962,-0.60215542779902,1.08474462086847,-1.22043601129016,0.966799584627204,0.5074952895576,-0.938757439092603,2.62486357796453,-0.194250247467618,4.2483450752586,0.327951738245621,3.02716997910885,-0.466807464586418,2.01216101433991,-1.46696299509787,1.44885867374792,2.60764989079144,-1.92094758812616,-0.46444068538496,1.29388248827533,0.416958610764365,1.54365919814861,5.57725962246478
"DLGAP5",3.17059329533513,3.38643850101969,4.87477237988411,2.43905658569457,2.26369849380868,3.55653977464004,3.19937710192865,4.21269383790515,2.50546161328462,4.40767225707222,1.20192237132777,1.73529254089205,2.31264194156714,2.5501717472056,2.94344503671265,2.54391897893022,3.34404729904339,2.75598994104953,3.61674584549788,2.56545582380752,3.1984391478776,2.03420867091134,3.25093581089175,1.96637509156184
"EVI2A",1.22300234629298,3.90281644834181,3.48565867024349,4.68556457288239,-0.433060183044347,4.60928809065111,2.82615795345368,0.251822084481128,4.0328414011295,0.104430599689156,4.93084139705882,4.32621374089177,4.77335814999279,0.756075366255073,3.73994528696612,1.98176134058735,0.733701413458681,3.18099279359339,1.37407128416489,2.57214266821797,1.99140846676479,2.95312180061508,3.93778692653597,5.27314285930808
"ARMCX1",4.73464459588541,3.68579441431374,4.85440963925296,3.78381283138733,2.57522034384294,4.35828372285282,2.84351961539132,3.66533591718518,2.34563197930921,3.4174744961384,2.73261436289062,3.80458022003583,3.38727981512475,4.03619559631042,3.48382867280475,4.53022684257482,2.77309330355522,4.68757024604645,4.08615533696014,3.9270430965768,4.07819991992137,2.27161093158121,2.74745185219843,1.84316782753918
"RGS13",-5.80594523232975,-1.35773280366882,-3.34577272089055,-0.320235724598749,-6.53044905953853,-0.670272464391778,-1.44481602125263,-5.59675060464038,-3.00093516941412,-9.96578428466209,1.25501119125988,-1.11455683118336,-1.40813295875024,-6.23417742225862,-0.179098083825737,-4.79131394663383,-9.96578428466209,-2.9165238213369,-5.3280755128935,-4.01730491272012,-2.7085001688711,0.637332020130142,2.91293531017758,3.36319911756668
"FGD3",-0.96442394631313,1.59686837148484,-0.708684066709109,2.98810840245707,-0.498985891455016,1.02201264438045,1.56529983306111,-0.493556481673042,2.67343657130471,1.17882297864574,4.57093039534315,2.07494721976035,3.42521758207082,-0.990867850476206,1.88138662415875,1.20559269962627,-0.945537682234122,1.15059866780634,0.98303554339414,-0.261183749976302,1.42384705459843,1.68415894075767,2.50872020466897,5.34990307384676
"EDN2",-5.55133750958772,-9.96578428466209,-5.60734582280466,-9.96578428466209,-4.05754299717393,-0.496044798850013,-9.96578428466209,-9.96578428466209,-1.24504410502611,-2.59430383152001,-9.96578428466209,-9.96578428466209,-4.6789327005998,-9.96578428466209,0.346111584052146,-9.96578428466209,-3.01233278329583,-5.05550253541823,-6.02416147616088,-4.02875304405521,-3.87460704615513,-4.88754165985034,-9.96578428466209,-5.68710066885884
"MASP1",-5.48817818706634,0.261603023407099,-2.49910822735558,-2.77529781896319,-7.96444680517194,0.433611144468747,-1.86539001226161,-3.07313825943518,0.285591606395271,-0.308932218080097,-1.22101770724045,-9.96578428466209,-9.96578428466209,-4.37090734439631,-2.11247472925841,-4.94252449603699,-3.33853057651865,0.347574953565082,-7.6030282698988,-1.42912909170394,-2.50896171140123,-7.25195872106891,-6.0086775986162,-1.14852878219612
"ADGRE2",-0.317051021647332,1.14579482222138,1.33877809201139,3.5779242445067,-1.22816849715846,0.888460769558041,0.840161067140846,2.23737097900682,1.96777728903916,-1.3241876812142,1.3940256611752,1.57484265216525,3.28605165535695,2.18205342986386,1.78678870840678,0.878882254229086,1.00905329982375,1.57911737890515,1.12448033791797,1.01430529772821,0.171693622826323,2.32247909915787,3.48643121151618,1.0703755878732
"KLF2",1.63888476306919,5.29676940691062,4.3143629998107,4.58310985304866,1.95413301657088,3.27244130094367,3.52862132476463,2.7999597069222,4.3963102187127,1.26138036996032,6.51181747477325,3.59200247935216,3.06694680073426,0.937058084831315,3.66563153277683,2.40748600051317,2.07901963303484,3.97712419563067,-0.475854058839963,2.33523455308323,3.8605159201423,2.70550466432173,4.08366440592032,6.60452654314361
"F2RL3",-0.951205819739195,-1.31208649192301,-2.12545324094907,-0.554461855019574,-3.19993133184098,-2.5698046640618,1.25624983365041,-2.26272512517073,0.279114663710988,-3.38044763343525,1.2670143561055,-4.42631835181844,-2.68933414631484,-0.943150152516323,-0.085267108130021,-3.62550331874541,-3.73577922497222,3.04235541930378,-2.64281962518488,0.303891776636931,-1.08981689469444,-0.990073859183675,0.087001104955507,-0.382895268877078
"ECHS1",5.00317943990257,4.95849007645737,6.29339255709344,4.76419751229009,5.48971953680615,5.76057226115206,5.62276054321545,5.66194052540306,5.45276014660076,5.97464861439279,5.36974564290873,5.35754496706413,5.50584965485359,5.35503388890471,5.85684629222271,6.16674958406096,5.94422127094832,5.75659368200442,4.97446506890793,5.50599252439504,5.95270397829639,5.62799488957822,5.8429134817524,5.28967587801891
"GNG11",0.746372967048919,4.30046787979539,4.98349073411194,3.26708778893264,0.278520081176653,4.03285021500645,2.81011401256243,2.7283493884125,3.11660263536221,3.83576241869469,3.84203348147362,2.58312189090576,1.00323522018941,3.69815178816034,3.75234183962523,0.995788402565953,0.653390262429098,4.113967146433,1.38362965051232,2.87307099379159,2.66246529811585,3.52949614744982,1.70906119808524,3.22397079343864
"STEAP4",-0.160627281574485,4.03788294884499,1.02578716206039,3.33269361401578,-2.3571006920057,3.04590422392083,1.85237444841682,0.436790815323086,0.0382675998449954,-4.73066613385581,3.09647776880556,-0.914646052494324,0.0461278087437293,0.855567188832303,0.740616759324817,-0.191835746979079,0.491237415090889,5.07254317440797,2.20622435656365,0.355174173720927,1.93004846362201,0.39095377520132,-0.534972149483316,2.49229930098623
"SGCE",3.26740545524573,5.07012309174226,5.00146899742932,6.50205367241102,6.86927920734301,4.77791411879101,5.09149251115576,4.29282591268578,2.29772847466294,5.51021823347651,3.89409017060148,4.20412506245223,2.83218722522022,2.78049278684804,3.48478262307787,5.56573729567935,6.08963161768508,4.71203443977426,2.29347937384588,6.12997946442163,4.99988728504695,5.13037081100218,2.37760410465139,3.28566262031103
"KDR",1.65365165304213,3.3274861775335,0.605484851763899,2.05217936737942,1.58463545277839,1.63034955198617,1.99285904947068,1.84241169593756,1.91463340384094,-0.142896430221632,1.76687498138819,0.178529811418295,1.48779502425059,1.61205048028154,1.75218338947491,1.21819219245811,1.43314106854727,2.41980044054971,2.12878829383071,0.00165814604568253,2.85165110970162,0.592425940500974,1.35348138606645,2.04110978266341
"GAL3ST1",-0.482585209974267,-1.248196961903,-3.1341350154028,-1.64514166256763,-1.26954698165309,-2.27279922142453,-0.198864526566676,2.29056595326193,-3.21811492637767,-0.20684989330866,-1.58750243582648,2.07577220475696,-1.57617875605435,3.84046323386954,2.4093583478346,-3.09270935243812,-0.163153219343664,-1.1964852800012,0.444953245407823,-4.10701002538967,3.09780123328552,-0.0386152268923153,-3.6922870441891,-2.30792994884636
"ADORA2A",-0.0451991874389526,0.665238123310338,0.0413271019392541,2.10105835567935,0.910279830165426,0.532496505710308,0.793463113149061,1.80194912745579,2.80296658373555,1.09760405504506,3.30624911365179,1.51120994026216,3.17730870285897,-0.298206115972469,2.17479308824059,0.019545361973952,-0.694076159489021,2.5469018662175,-4.59743148599843,-1.20190468044601,0.787783483176337,1.43960186263467,2.2364620038381,4.20539251298969
"APOL3",3.1601021495204,3.6231411188899,2.23796746958794,5.0128099963552,-1.16992319807464,3.75071368473541,5.01555109141798,1.1659312283226,4.86096279785812,0.303202093171997,5.05470090136319,5.38448849073954,6.75087443965685,2.46346813567719,4.30247991015553,2.30020281431196,1.65735189470589,3.45411007530487,-0.92019115019835,0.206018004020896,2.93826320548352,4.89842604660277,4.95962179847928,5.9217195671082
"APOL2",5.81094173975579,3.44940290055051,3.17547829358833,4.89822286647033,2.79774140680136,3.75902796742139,4.55794917725477,3.46096530604609,4.95137797708643,3.44204111472747,4.17188733451848,5.05506113297354,5.76818961906094,2.11640801027662,5.16242355613957,4.23068721272783,3.42863821543286,3.68681424422606,3.13890946612921,3.6207036979639,3.88844128618533,5.53933564675882,4.87284845489589,4.58827688922783
"APOBEC3A",-1.0098264026075,-0.161921171324213,0.489625138146179,-0.532674604479133,-2.34704641138362,0.739787629184687,-1.66796925376878,-1.26447782270346,1.93731049030186,-3.33053486698123,-0.964300086874026,0.410883777195581,4.48449908212252,-0.358870192978417,2.83728732233397,-1.96025516981411,-2.72634805281742,1.22692771361732,-1.58604637174139,-0.16682491721268,-1.81711450868309,1.63125797534557,-0.257869580378115,2.24924811377208
"KRT17",-3.6796535038364,-9.96578428466209,-9.96578428466209,-3.39193414962198,-0.744692646267104,9.53805503753022,-3.73351495036548,-4.6039247071368,4.02839234049965,-0.590206116009632,-9.95063729792934,-9.88079236584012,-0.795230745755297,-0.866554840603687,4.66398213375599,-1.4082401696561,-3.38251343358664,-3.86412370436078,-0.59730837980261,-4.31344407439085,-9.96578428346035,-9.96545435350941,-9.96578428410674,-4.30783851081058
"PODXL",2.06956813204143,3.86540418133283,5.16156122561625,2.55147172098084,1.32433826665315,1.82344774846349,3.16881369835421,2.25197958724656,2.43444942244304,1.44910175186465,3.30555909730893,0.481154251408451,2.75060221747397,2.18553040577195,2.42049587636142,1.91275332138979,2.66290958179547,3.5172000914886,1.67250680950886,2.46825746832314,2.06080831703609,2.56787882548636,2.00826097957115,2.32917240305941
"FLNC",-3.84091027890243,1.66566109100475,-2.1436341351293,-0.481879852884674,-2.11828840087338,-0.438221266827221,-1.66285753594534,1.55222949842233,0.0044510543335329,5.99076884055371,0.796572836820334,-2.69851068241369,-1.0815496471989,-3.39563712953082,-0.0265532984445225,-4.54259944623104,0.479054612057891,0.792555540424401,-0.690269663239502,0.858514196267443,-0.934014170501415,0.549787439767557,-2.14859594758868,1.5777357646312
"CALU",7.90703485789961,6.68619234581414,7.27390746783648,7.89850465028687,7.14327095748854,7.66312398516036,6.86972337925682,6.83218114774215,6.342691627191,6.39496851384727,5.11927731640976,8.07666063259449,6.97622614236027,6.54259855991107,5.83667654451674,7.9640924544679,8.2557509170734,6.77814285446377,6.81975758286253,8.94305688016858,7.03128490776451,8.30005048945943,6.7935447875049,3.9815239005097
"SMO",-0.465085785649987,2.646828539992,0.327365452079777,3.30676385802619,4.19537909787006,3.15621052347262,2.0904368175099,3.96315965617016,3.63076656603607,5.46332491609027,2.24920259594735,3.47000315793563,2.66276605895177,2.09955106221594,2.69033439801669,-1.06470018333285,5.00962486253624,3.11753214854997,4.13907651504611,4.75880417398512,3.99929651467908,4.02248322401535,2.77850928177879,0.727537136735789
"IRF5",-1.07017870979018,1.81677580902074,0.456227904202791,2.61108265153924,-0.95563665846405,1.19809177734603,1.53756445050542,-1.08015196474431,3.1691601703725,-0.470848719294891,4.89926265369611,2.68524273334963,4.29759496249797,-0.231142398187799,2.45158303188998,1.00431441403266,0.204491329217461,1.2792751589908,-0.366708299536097,1.42885525251326,1.80787419880812,2.96809997051447,2.49356279858601,4.31334018992811
"CHN1",2.37562056395274,4.00727624700132,4.37656822542571,3.13932705215985,2.25617735705039,2.19737476646863,2.82464363551988,2.60980459532237,2.11196275219091,6.07862904659403,3.7774723196631,1.85569076543445,2.31693929597672,1.29477070786885,2.67760971783122,2.75525507540358,1.71973981692085,4.07296327155522,1.73843495190218,3.28981971361906,1.94137303459098,3.45144851868154,2.43201600379778,3.94802141060034
"DLL4",0.126708602196968,1.95837128693461,0.182374488275806,0.736249839904191,0.189603196905816,-0.853318713164933,1.70763963651531,2.56544607487999,2.2642121259469,-0.360634457307566,2.05463665784246,-0.362048536359628,1.14917480470079,0.520226104102924,1.21124275698962,0.697853868230601,0.645415765464375,2.30403785369871,1.00156447554478,1.1942825089203,1.60737529553989,0.572511366008385,2.5749370843549,2.21045432665048
"LOXL1",-0.352423917747734,5.25554982926464,3.80741675052018,5.36934782460713,-0.459722711726799,3.50630996161955,4.0261006695501,2.35792916728478,3.69296275277292,4.76033273769184,5.88125837594082,2.67543432286361,2.65889010399503,1.80397919132689,2.31375955714372,1.49670776327073,-1.05483581018877,3.98032697298222,3.72368961033061,2.55911977262401,2.93445800001244,2.48270632934567,1.90962719546868,4.25324050377798
"CD68",5.04837134477801,6.52369994637454,6.35717544726181,7.01821130852953,4.39724165252412,6.44745191375946,6.85109937011867,5.11539536989884,8.72543783697251,4.00776062570348,8.15027025559388,7.93426879723006,9.71494436847206,4.37608196665007,6.947584342541,5.73914872284791,4.77817703024326,7.53445852558027,6.19331245179171,5.79576175373848,6.46829005650355,7.13414904969156,7.72943720883513,6.21674779795204
"KLK8",-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.01933998044694,-9.96578428466209,6.08585376361096,-9.96578428466209,-2.02416734441271,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.4018635095088,2.67017638028493,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.48771849188574,-9.96578428466209,-9.96578428466209,-0.857063822851229,-9.96578428466209,-3.96925769330016
"EGLN3",5.70516788573344,2.0494286368688,1.15806552674862,0.327399946097422,1.87717098375261,4.2066432239834,3.03674068634064,-0.253830005095864,2.73912657478187,4.31366669740347,2.1189908915482,3.56086166176483,3.93684520111569,-0.31657661700902,6.35640795139489,2.96351111568117,3.75956066925108,1.15743182700419,4.16463344218357,3.33599767738902,1.42820672377096,0.842117984795883,4.00353927479956,2.32000803335884
"EPB41L4A",0.40624276802548,0.420972783868117,-1.36463378420697,1.09249161832283,-2.97447786689599,0.650975893866266,0.200403909950692,1.6766510527412,-0.080655340608079,-0.0241321352597841,0.463402740369368,-1.56554950999751,-1.68913408959978,1.80086056491839,0.496717987935177,0.959755320224749,-1.28545289441555,1.36245305604094,0.680603415945364,-1.09035437314781,1.87041601449518,-0.933333502524314,-0.506053501766645,0.457289594427285
"CDO1",2.97662392063255,2.78331206329808,-1.47411955248123,-0.508787217624634,0.0232837445432511,-1.27674027444414,-0.946493801541627,-0.302464573919884,1.12866953503533,2.09405360975505,1.25372308410087,0.671882107458482,-2.66557817503826,-0.937897634707144,-4.03192370263306,-2.1115205266517,-1.77601901583766,1.68791171696721,1.21501999345203,-3.63727270748194,0.695361382240522,-4.7252638707568,-3.21351738550658,2.94635844331773
"MAP7D3",1.24854697998522,2.24495401809897,3.10606015377116,1.82506104577101,1.73107460080699,2.17833220859262,1.96134550403326,2.53841648542299,0.91422772778257,2.33123513200202,1.54963960195125,0.979418106886716,1.64883354790675,1.41323119680513,1.30891999612187,2.83563106021353,2.38612667644099,2.14657376684796,0.102389385488442,2.00223084490438,2.01406958250166,1.90849398117674,0.752988307165099,2.26947007919692
"FGF13",2.18304180683835,1.97189481604944,-1.41532606714477,-1.67360531775359,-2.54533556873789,1.87467501515148,2.04336200471088,-1.6440726102628,2.61993881174197,4.65875417682123,1.81364781591048,4.87399524593311,4.11352548510775,3.34570861325438,0.932862446032663,4.4201320273428,3.58994321354388,3.3595211704276,3.92910924845449,-0.70112588278161,2.89952369185196,1.20774919952892,-0.154149495960663,1.66195021349086
"LBP",-9.96578428466209,-0.516992745342476,-1.60796399890018,-0.707451456246489,-9.96578428466209,-5.99626537244312,-2.92867665773033,-2.29826110974284,-6.22217237903434,-5.44901267777521,-3.50752861372802,-9.96578428466209,-3.1244526738133,-4.31690760561231,-3.60724032845282,-6.96310336436971,-9.96578428466209,-1.39730748842087,-9.96578428466209,-4.88696953624605,-2.14608417218465,-4.40229359157847,-4.02389625609784,2.3012569301208
"SAT1",8.58257858258028,8.4212527588581,6.11054908111667,7.17601353356659,8.4391867726677,7.36312726282903,9.30300440592406,7.80396963687297,8.54729172494379,6.35925759869068,8.9415025045676,8.23267514529938,9.34968594505,8.02876803945774,10.0405924771042,8.95713977755876,8.47867660460366,8.64319239737195,6.72604100526319,9.18642132133851,7.79856252359694,9.14385510600562,9.07383361928065,8.18269726273012
"NECTIN2",5.11564089853323,4.67491255290801,4.91338730931259,4.84472710264734,4.43422788676627,4.06008198025849,5.23096382513206,5.21788986174177,4.90469603085431,4.65631330485,4.83723180776168,5.14786022273159,5.55237092253488,4.8922355756489,5.91031053511407,3.87082828043007,3.9839968397145,6.07701221764256,3.7212195222323,4.69895742007726,4.82446747251892,5.28987871894788,4.51326965016036,4.52655088180423
"APOE",9.62731500136505,7.94329428822358,5.36005168216764,10.8256910365257,7.89142526287372,9.73910719494516,11.7771077499475,9.44458217947037,11.3943078055878,8.06871379855387,12.1098962595073,11.339583369094,10.9036190344464,9.56558194461841,8.48333211126848,7.60476818111222,8.11794952791708,10.7798104439342,10.2102220295469,9.02962956756306,11.2550114509953,11.1820969686581,10.722808384835,9.08569817383541
"APOC1",6.37786816263956,7.19880843205028,4.30258226576763,6.29183743188116,6.15339597407654,7.77360738833503,10.6137167294494,8.37973358157623,10.2584847695949,6.46942041065944,11.6524555720104,9.68776933061867,10.0058645106101,5.2526048852895,6.3473449824006,7.0869323411374,4.24707683193082,9.62362364694724,7.90810435321656,4.64578234396466,10.3559027392017,10.4966450956778,9.14962773663064,7.54129799764834
"BMP15",-9.96578428466209,-5.64018919516954,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.44729950240659,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.02815740808562,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
