"","PD_005T","PD_007T","PD_010T","PD_011T","PD_012T","PD_013T","PD_014T","PD_015T","PD_018T","PD_019T","PD_020T","PD_021T","PD_022T","PD_023T","PD_024T","PD_025T","PD_026T","RCC_102","RCC_105","RCC_106","RCC_115","RCC_117","RCC_14","RCC_18","RCC_21","RCC_27","RCC_41","RCC_50","RCC_73","RCC_90","RCC_93","RCC_96","RCC_99"
"FOXP3",-3.8160371651574,0.476122419880152,-0.215914857265243,0.368489000645104,-1.83135796444116,-1.68501351453148,0.390667685559667,-1.21424022557299,0.345964030342872,-0.734563103950902,-0.199255376063222,0.0299828662157143,-3.17136841831198,-0.492078535042672,1.04334450487717,-0.215914857265243,-1.68501351453148,-0.45205668870965,-9.96578428466209,0.824564212089827,0.506906554580693,1.95642843312336,1.34539637539127,-1.31832585820717,-2.05289494843213,-0.734563103950902,-0.734563103950902,1.09153059312062,-9.96578428466209,-9.96578428466209,0.546956178141411,-0.166502663140165,-2.46593839757888
"PTGER3",2.92428995151822,-2.46593839757888,2.32509853776749,1.8682916687728,-0.783389931257558,1.66493787744175,0.151858816727005,0.642470537315822,1.49108345371826,-0.833927324053294,-4.608232280044,3.26168124483959,-2.54793176977619,-0.597277823154395,-2.82623293226329,3.10785522562114,6.63170091540202,4.20797091744265,-0.45205668870965,4.99598191417321,-0.413115187147815,-1.99424073071132,4.74529112288835,-4.29335894269059,0.934327778315369,-2.46593839757888,5.59039243201022,-2.63486740654747,0.345964030342872,-2.93236128312464,-9.96578428466209,2.3704433048213,-9.96578428466209
"CYFIP2",6.94393304430188,4.83091444788653,5.27839370081295,6.75329698954536,5.72794767496755,4.79913912608589,7.13382036374847,5.59457840634076,6.59843964894461,4.63348933549578,5.24416400861376,6.41888143908515,5.48481484011522,5.81303720997542,6.38493049395808,5.42159360514939,6.78386258441332,5.88511063616725,4.26910797309569,4.53984121508755,5.36565754707976,5.41653577133035,4.73395082050242,4.03659124666311,3.64281707521914,4.31694219135877,5.27839370081295,3.98741182744001,3.9468244170964,2.54868321815718,2.6463931012189,5.44297666087076,3.29880492346474
"TRAF1",-0.103146927103293,0.757876659747896,0.202887833470143,1.45470232816369,-0.554273296650016,0.0299828662157143,0.774839759827326,0.0157829972409275,0.614474282837701,-0.232768962976124,0.880489626687819,1.34539637539127,-0.471928835421265,-0.0130430374755989,1.90727526299938,0.556797246592743,-0.302226180444814,2.1798294908513,1.35670725293538,3.07570375921938,3.23281422682296,4.67700075734155,2.57797256871381,-1.83135796444116,0.993493221058416,1.82415684372883,2.98386007192363,2.60193417318867,0.434027674663597,-1.02620507034739,1.63273352595054,3.52869633035568,0.888304895208487
"GYG2",-9.96578428466209,-1.2827897009804,-9.96578428466209,-9.96578428466209,0.29983076182237,-0.997117491466879,-0.783389931257558,2.29895151646805,-1.21424022557299,-1.63935479753978,0.486456955768731,-3.04692104738749,-0.833927324053294,-1.88363524330822,0.964213777946939,-4.0350469470992,-4.0350469470992,0.911499848861108,-9.96578428466209,2.01827808502435,2.89936900827598,-9.96578428466209,-0.134477040860036,2.12465899041952,-0.0130430374755989,0.476122419880152,0.311503115468269,-9.96578428466209,-2.31473259348316,-9.96578428466209,-0.320125852253377,-2.11403524324603,-1.2827897009804
"SOAT1",6.47882623428802,5.71838902749334,4.85454428577006,6.06330878666788,6.36826199019852,5.88584277048208,5.88486650880764,5.42763969225869,5.89120043280656,5.28469919616905,5.58649455044474,6.65034811609441,5.57140377624388,6.03498599194604,6.61663705682978,7.05257891852247,5.88486650880764,2.38156025476946,4.62240329624248,4.57718709971601,4.99009261517931,4.13512439516859,4.00728521845538,2.2603268134703,6.18727288364929,6.18271215826936,5.57927067584913,4.5571037009221,3.03051265202529,2.80549883497892,6.18905359803522,4.49831470217932,3.92799124003948
"PKP2",2.22989550083389,2.66015281487638,0.840765337323874,2.22373144513811,1.98586470124253,3.04456898088717,3.23893967935749,4.10693452559571,3.26017624257407,0.16478627814334,0.288063200325316,3.24503923411876,1.81188199621867,2.13454953446445,1.74459168654238,1.16414264884831,-0.182786075741673,0.623866861852698,0.585923976958601,2.34794906560173,2.24823120674876,1.77019475495132,0.585923976958601,2.82395311640506,2.43855900692367,0.556797246592743,2.25126462889425,1.11169907219742,0.669933835668961,0.444667066841908,1.05032755355842,2.52882133100913,2.2871767517316
"LAMC2",-0.267079617891743,-0.166502663140165,-3.30757280191029,2.9783787011927,-2.17788172527066,-2.17788172527066,1.25761413004954,-1.7809089417538,1.02219023963407,4.57839533649438,0.0717626693000913,-0.338250400189295,1.7995018140616,2.53131907235479,2.79098050474205,2.05693028838267,1.48078212440398,1.02219023963407,4.20249608419658,-0.492078535042672,2.56827537178828,-0.940644722383579,1.3790663992809,-1.73216460790239,3.58147176803605,1.28154989336664,-3.30757280191029,1.39011735366633,-1.24810786159569,0.0299828662157143,3.86799527533757,-9.96578428466209,0.740711733399101
"CDK14",5.1526296280378,5.53732713254106,4.89922397735945,5.35335858170584,4.93786223802059,5.47414397015867,6.13033374061474,6.50574805012678,5.81123981087378,4.80792158380811,4.34915293440125,6.82427142770711,4.14982839580908,5.11815204532148,5.00813725229196,6.2365117521409,4.57899907563982,1.32250505751888,3.59705436845572,4.23962716807238,3.83703496615413,3.08253228949639,1.71852602646226,2.00755433613827,2.35078010073486,4.18911291734477,4.31549377495189,2.76998326260455,1.27560307933685,1.02927618237063,2.53131907235479,4.11111479926941,-0.413115187147815
"PPP1R12A",5.47770970366165,6.56926322244769,5.37854630300616,6.89858324968857,5.94862420700374,6.00856308058516,6.19654803212872,6.26436753121453,5.84451119535416,6.03916033253335,5.44628931884591,7.13556565064813,6.28911515108772,6.57563000330089,6.81212595171804,6.12930362672691,6.34998443345149,2.56827537178828,2.92618923436347,4.71594826657474,3.70165994392217,2.70951121443197,3.8798037721273,2.17664191765689,3.249597036059,4.21653246903068,3.24199268026593,3.01631802229467,3.00737492992765,1.66948037187743,3.57664306286428,4.67304754681734,2.69175747504129
"TBXAS1",4.75707659962745,4.23350464001073,3.30173395713938,5.11524137299275,3.99376492356857,4.57899907563982,4.24344059554352,4.37927438530316,5.05879269686594,3.33070180195338,4.73015082384196,4.33349529420441,3.88762274684317,5.79885409298393,5.9025801224122,5.75224013375861,4.02954122937972,3.8400603308324,3.77936479265973,4.5379793525205,4.96213253383842,5.58288713457282,4.72252067097555,3.44506452174342,4.26310954424379,5.21416367053626,5.53856920234584,4.97686766602008,3.41291698330213,4.11611519145416,5.79522147104483,4.16759878503186,3.39245481576404
"SLC2A3",4.33134693427069,7.01056726721745,4.74206012223017,6.38354878402892,6.60941516558665,7.65943225745712,7.01860079451794,6.94029597633557,4.23503770964215,6.49635049355724,5.61415032326687,6.83315574930268,5.76635663621931,5.93123391759678,5.23997078961524,6.29151147130896,2.4727476930995,4.01444456589816,3.86502798708279,5.50750924372189,4.9486475661359,1.77441810410581,4.96213253383842,2.22373144513811,6.35175198741597,5.68512721245405,3.74749481896261,3.78774587811908,6.76222920627035,0.288063200325316,5.05402359604217,6.18350636428212,6.0283702375138
"COL11A1",-4.29335894269059,1.3050950106667,3.9270430965768,0.323081789503733,-0.997117491466879,4.23809897022715,2.81782788059395,1.04334450487717,0.934327778315369,5.76847548155016,-1.35475948735473,-0.356605546520108,2.88772021635919,4.79913912608589,2.76786663217663,-0.886299500835272,-4.608232280044,2.47014636704151,1.97856174947575,4.92034094457094,1.06419306192749,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.96919654799175,4.87090716957184,-3.62593428177746,1.14469902515414,5.7629068616418,-4.608232280044,3.33927993667514,5.1461256806289,-9.96578428466209
"ACAA1",3.85009930419696,3.26918279585539,2.84217431759439,4.0756181977307,3.51235332225663,3.33070180195338,4.29285535424002,4.63755228688009,4.05840308933299,3.12283834594571,3.33213503775662,4.05145911327323,3.36331127390677,3.29145621645449,3.54855992669525,3.69164582430093,3.65432096394498,5.5141538286446,5.46796414156951,5.31364493253723,5.54538153731897,6.59007799377129,5.34130977020544,8.19672997793866,3.9468244170964,5.32592602905417,5.82020449661472,4.87681159461032,4.85852812052241,4.15793299012946,5.79027680826071,5.20402330517968,5.47284515164157
"BCAT1",1.53156860881496,3.15720543819248,0.412510571249805,2.32797472500578,2.45706891128218,2.28421798317836,1.43349363984688,2.12134701687844,2.91857705450362,2.74652775711819,1.9452331231349,1.79118894150336,2.96735308359463,2.32221660504549,2.5634022205888,2.75723664714994,1.03632749181776,0.444667066841908,1.89569039046369,3.00018032561,2.80549883497892,0.177598929327733,0.0579700686373299,0.264236151043547,2.42250213510056,3.7560625527967,1.29337048420475,0.660837367696284,3.56205921321811,0.0299828662157143,4.12606428007053,2.05693028838267,0.986228880227399
"PRDM6",-1.88363524330822,-2.54793176977619,-0.134477040860036,-2.93236128312464,1.66948037187743,-0.471928835421265,1.59979385212224,-0.533242384273829,0.24000896473507,2.12465899041952,-0.199255376063222,1.59979385212224,-1.51045706435753,0.74931972457408,-1.0862010350493,0.517023672064581,-0.267079617891743,-9.96578428466209,-3.45798964446339,0.840765337323874,-1.46992925777492,-4.0350469470992,-9.96578428466209,-9.96578428466209,-2.2446850959549,-0.940644722383579,-4.29335894269059,-3.04692104738749,-4.0350469470992,-4.0350469470992,-3.8160371651574,-0.968604803724466,-4.608232280044
"CDH3",1.53156860881496,0.556797246592743,-1.0862010350493,-0.249822294406943,-0.320125852253377,1.05032755355842,1.46519088792598,-0.619270551496451,0.345964030342872,3.42639895265028,1.04334450487717,0.964213777946939,1.11169907219742,1.72726701073491,0.476122419880152,2.42787430679269,0.16478627814334,-1.73216460790239,-9.96578428466209,-0.808437349299244,-9.96578428466209,-2.72737954533701,-9.96578428466209,-3.17136841831198,0.660837367696284,-1.05589120089205,0.956800118051576,-2.63486740654747,-1.24810786159569,-3.62593428177746,4.01176397233454,1.77441810410581,-9.96578428466209
"LTK",-2.05289494843213,-1.55215635563791,-2.63486740654747,-3.17136841831198,-6.50635266602479,-2.46593839757888,-1.9378782880922,-4.608232280044,-4.608232280044,-3.45798964446339,-3.30757280191029,-6.50635266602479,-5.01158797427521,-2.2446850959549,-9.96578428466209,-5.01158797427521,-9.96578428466209,-0.492078535042672,-9.96578428466209,-9.96578428466209,-2.72737954533701,-0.597277823154395,-9.96578428466209,-0.338250400189295,-1.68501351453148,-9.96578428466209,-9.96578428466209,-1.55215635563791,0.276198865032242,-9.96578428466209,1.62807365419614,-1.18114943910457,-2.11403524324603
"ST3GAL6",2.77841886647074,3.34212801783086,1.11169907219742,3.6253873967157,4.53611508403112,3.27813347108124,2.86809407991528,3.121181218448,2.51374338459426,2.91284144514327,3.86502798708279,2.2603268134703,2.3953370500727,3.63587045217971,3.67818461126018,3.37030379942634,4.58562358446144,2.25126462889425,2.01471235152137,4.55894106113082,2.16059754588055,2.97471284979612,2.83005245627156,4.0875477031686,3.34354995273888,4.27954558286886,3.70276834520663,2.36765063062196,4.54541242915416,3.17648235397361,4.93692056177497,4.34063347630369,3.28110473161226
"NGFR",-0.913216233857933,-1.2827897009804,-1.63935479753978,1.2147465226824,-0.320125852253377,-1.51045706435753,1.01506932171765,1.00072116724365,0.357270475679559,0.0157829972409275,-0.284545872884282,-0.215914857265243,1.1833277060448,-1.59509687785487,-2.72737954533701,0.783247097378116,-1.88363524330822,2.51121500147097,-0.394031641158542,3.90217007742394,4.06358922531452,1.45995613965412,-2.11403524324603,2.31063095723059,0.956800118051576,0.926758531986465,0.0989584800881688,1.68750866072073,2.43589524132036,-9.96578428466209,1.51146803927587,2.52882133100913,-1.14880066140671
"CALCRL",2.89549651892662,4.86349249361501,2.84217431759439,4.79342773683375,4.12689028206315,4.34489949402218,4.38619015062376,4.30166080372604,4.08329848049,2.24823120674876,1.56608449051547,4.23503770964215,4.88318090317329,5.10270011838491,2.15736714811149,4.32127873600225,3.81465295677914,4.21497959762421,2.03597574366513,7.28578133889466,4.79134524931415,2.38708677001591,3.3506386808415,4.38756933436332,2.79722054492389,6.03168190695273,4.498952893396,4.58622430692219,5.32772328741009,2.21754093986252,5.42596276367012,5.16795999559299,6.9678717960875
"TRAM2",0.368489000645104,1.56608449051547,-0.199255376063222,0.390667685559667,1.93395025769542,1.01506932171765,1.3050950106667,-0.284545872884282,-0.0877333719335504,0.774839759827326,1.00072116724365,0.74931972457408,0.824564212089827,0.934327778315369,0.669933835668961,1.41196851036013,-0.512513650651464,2.14437273429198,1.94897455427977,4.02865754991996,2.99656952397319,1.74889054264591,0.151858816727005,2.50868217947054,5.05662687792665,4.47579826973591,1.39011735366633,1.74889054264591,2.81782788059395,-4.608232280044,3.75071368473541,3.4370945445223,-1.63935479753978
"ERBB3",7.0820532134085,1.56120392076992,4.4666923693593,7.44593357278726,5.36565754707976,5.71537175408201,8.08746814526648,7.59522763870903,6.96117183670206,4.95656782619333,5.41383099204049,7.29094961498627,5.3352474180737,2.87401000554047,6.44776100962747,6.0701960968657,4.49511950455662,5.76317252198227,5.63694357313209,3.49326304228613,6.15968972737101,4.72851918485229,5.27318016668815,3.8963687357515,-1.39213709716876,5.17236749928483,5.39749495328906,3.55839009872547,-2.2446850959549,2.40081114140935,1.50131174924366,5.43098771316413,3.07741392423814
"COL17A1",-6.50635266602479,-4.0350469470992,-3.8160371651574,3.23434802990267,-5.01158797427521,-5.01158797427521,-2.93236128312464,-2.54793176977619,-3.62593428177746,-4.29335894269059,-6.50635266602479,-6.50635266602479,-3.17136841831198,-0.338250400189295,-4.29335894269059,-0.783389931257558,-2.82623293226329,-2.2446850959549,-3.62593428177746,-1.31832585820717,-1.21424022557299,-3.30757280191029,-9.96578428466209,-9.96578428466209,-1.9378782880922,-9.96578428466209,-2.63486740654747,-2.31473259348316,-1.02620507034739,-9.96578428466209,-1.14880066140671,-9.96578428466209,-3.8160371651574
"TBC1D1",6.46288666740404,5.90064948189941,4.84403407628805,6.25947964769156,5.99097754410295,5.63258813255538,5.94652033480381,5.92055532472155,5.94277252528042,6.04485308567615,6.58632940764071,5.94815694491778,5.75891607504266,6.18350636428212,5.5966668477027,6.22498565223821,9.150232169563,5.80969739875178,4.39375939695267,5.54538153731897,4.78246098748659,5.36495756645377,4.97915649604846,3.34354995273888,3.64397160076162,6.29739320364173,5.65222833553208,5.44131747511321,5.1326179679402,3.2312787913429,4.98417917660259,5.69769043079503,4.73503469797415
"ASPM",1.23327453899093,4.23196993954061,1.04334450487717,3.18126160428363,2.50360315630226,1.44413695658759,1.52155333054509,1.84036251865844,2.3953370500727,2.53878645466232,2.5634022205888,2.55606149049984,2.13454953446445,2.61847360308248,3.6207036979639,1.66493787744175,1.15769051358205,-0.913216233857933,-0.471928835421265,0.556797246592743,2.08780225897709,0.74931972457408,-0.232768962976124,-1.0862010350493,0.311503115468269,1.64662350847658,-0.664288089679538,1.71413559385633,1.76171078436334,-0.413115187147815,1.13815914522947,1.90342396588874,2.37323058358799
"FGFR2",2.68728469191784,2.62316453565259,3.27664554289562,4.26160603200216,2.74867590379394,-0.166502663140165,1.19597745864259,4.668516287811,2.08780225897709,0.00144197417390632,0.911499848861108,4.87386240267146,2.84217431759439,2.04299446361841,3.54855992669525,2.79306351844623,4.42498925122091,1.96014098031077,2.61140848102496,2.23296768053165,4.32847746877122,2.10802256251641,3.29733817360183,3.17168721868987,1.73595535401226,2.20507966574984,4.26985602612546,-0.413115187147815,0.783247097378116,-9.96578428466209,1.40108430150501,3.27664554289562,-9.96578428466209
"STAG3",1.26363540356833,-0.182786075741673,0.24000896473507,2.74867590379394,0.740711733399101,1.42814239097833,1.29924465779607,0.774839759827326,1.53156860881496,0.816394909169121,0.576280257621355,1.93395025769542,0.556797246592743,2.21754093986252,2.81987251676511,1.55139296802745,1.13158948432814,-1.31832585820717,-1.7809089417538,2.54374332276106,3.40340407648532,3.48941448485301,1.83632813392398,1.29924465779607,1.3790663992809,2.79098050474205,1.91876784932515,2.07416287550701,-9.96578428466209,-9.96578428466209,2.61140848102496,3.53119428793739,1.54151483946068
"DDX3Y",6.28782317427413,6.76169748904404,5.53390591646578,6.56027168557709,4.67700075734155,6.24680709154705,-1.7809089417538,6.20556845975388,-2.46593839757888,4.35973199315247,-4.608232280044,-0.734563103950902,-3.8160371651574,6.14222961733895,7.40370230625797,6.46859960750926,-2.63486740654747,1.07792657868507,1.95642843312336,-9.96578428466209,3.35769274848834,2.38708677001591,1.17056605679207,2.67829730860359,3.10952772179836,3.36050474633969,4.87632048109765,-9.96578428466209,3.55102375624274,1.59979385212224,4.20092802247937,-9.96578428466209,3.16365973836986
"PFKP",8.25644931423892,7.5139723004857,7.55674361039174,8.48920974276601,6.92541795224138,6.69071040998019,7.84530813444859,7.38345374283776,8.30081469787756,7.48309828123152,4.54541242915416,8.92333045698161,8.12516029855889,7.0459343574895,6.5630208115226,7.81558183285689,5.57413179104278,7.6776562250806,5.33988562454463,6.63431736439031,4.95331180685723,7.63851555869515,6.20595937575549,4.18197712824881,8.1552786855209,7.01492431322787,6.38803451145174,7.06642290966538,7.96682841794104,3.86502798708279,6.71164632661817,8.4010544271385,7.43446977265911
"TNFRSF1A",5.64878178883296,7.06534611884589,5.19381116075549,7.04789823243154,6.0101308380181,6.35563300012555,6.80801171402333,6.55368304602364,6.99673898233289,5.40602638510103,5.07771299480369,6.32698668226621,6.47753162613986,5.64388504338701,6.71563258588906,6.20341652630771,5.57503998419067,6.00901118515024,6.02969581765106,7.25314782685493,6.63634910473199,5.90859677544947,6.23306358081159,5.83670683711398,6.88094260177704,6.78621734330208,6.0174988335346,5.61356111942748,6.76103256681148,3.6838087219258,7.47493080994127,7.18656988584254,6.45155731709917
"PKM",9.81780070576206,9.31994528147009,8.41130336057008,10.2195448792176,9.8608247150086,8.48792442298679,9.05685715062756,8.83339929685496,9.66322185127046,9.41172494013368,7.8540642384117,10.5690590587766,8.90376437726591,8.06215949751692,9.27893956603076,9.07644418885702,8.44530873658618,9.98722279162536,10.2453161989688,9.27770817325571,8.6022942970194,10.1371973796623,9.53430482809734,7.12764359644414,10.3791086488685,10.2517202759183,10.032308887983,9.3519352472072,9.68564411056966,7.82991930871,9.97698076226284,10.5432261648746,9.97196164501411
"GAL",-9.96578428466209,-4.0350469470992,-9.96578428466209,-0.45205668870965,-4.29335894269059,-4.608232280044,-2.54793176977619,-1.51045706435753,-9.96578428466209,-0.641603738043346,-6.50635266602479,-9.96578428466209,-2.82623293226329,-3.45798964446339,-0.940644722383579,-9.96578428466209,-2.17788172527066,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.0724827538015237,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"MAOB",5.34059787310437,5.57745904122809,3.94962830831499,4.56870099038946,4.41893202298725,4.72361316660982,4.58201398738004,5.1635389854892,4.92414740445766,1.25156762060825,2.88381629017539,6.11042588797535,4.75226689915551,3.44373924602935,3.4700161775327,4.59341353341443,0.595503660502742,6.14956423107675,5.72112653811697,5.8351914275376,5.29208231425473,6.79702595165408,6.87308723975585,6.79247797476148,1.52155333054509,6.70031486412937,6.46043132216069,5.67217072626223,5.72385886415648,2.48310634496718,7.04866124019255,7.75007718733211,4.3744135483568
"HES2",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.608232280044,-9.96578428466209,-4.608232280044,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.62593428177746,-9.96578428466209,-1.05589120089205,-9.96578428466209,-1.51045706435753,-9.96578428466209,1.02927618237063,-9.96578428466209,-2.46593839757888,-3.04692104738749,0.687956494044482,-9.96578428466209,-0.913216233857933,-1.9378782880922,-3.8160371651574,-9.96578428466209,-0.783389931257558,-9.96578428466209
"RAB27A",3.56936956603177,4.47514975087177,3.27067843671181,4.01533699141276,3.95614960657247,3.6815617079354,3.58988330717863,2.41169740352087,3.53119428793739,3.49965457781943,4.36254002292493,4.53237930435734,4.32847746877122,3.19707905294604,5.46665974506928,3.64742964422186,3.97920223563094,3.12283834594571,2.99656952397319,4.30895784543634,2.87990177131498,4.06272616292883,3.37448310432147,3.36190869257824,4.56016466922833,3.44506452174342,4.64564402339752,4.61300115280499,3.6961051278772,1.58062791045727,4.57052364923656,3.90602471879496,4.7197858069459
"LRP6",3.53493313343241,3.64742964422186,3.01810000750257,4.49063430584449,3.87391160530574,3.42371261905429,4.50086577492907,3.82181224077927,3.69721780342278,3.17008529198643,1.69198075060328,4.95331180685723,4.22504351240496,3.51108846592374,4.61182156479038,3.81670209431686,5.89944151826724,0.368489000645104,1.4756037446846,3.22820300925709,4.30677260563519,1.05727696507325,1.58062791045727,1.92257845650856,1.88401173758352,3.17008529198643,2.1798294908513,2.17024556472346,1.52656966049778,-1.31832585820717,1.13158948432814,3.58267642328381,0.964213777946939
"DAPP1",1.5165194976611,0.903809558578697,0.465713319595964,2.24214516084958,0.903809558578697,0.964213777946939,2.41440618208775,0.368489000645104,1.78282789207489,0.623866861852698,3.27067843671181,1.72290313856045,0.832687516439532,1.60928217991657,3.16043619766802,2.35642555908681,-0.687334826441606,-0.0573916638883367,0.0579700686373299,2.70509321973489,2.81987251676511,2.41440618208775,3.09609314639378,-0.0573916638883367,1.50131174924366,1.59979385212224,2.92428995151822,2.32797472500578,-2.38835545662634,1.22712493444993,2.09794783553483,2.46754034205384,2.01827808502435
"FGF10",-9.96578428466209,0.138814468902282,-9.96578428466209,-3.17136841831198,-9.96578428466209,-4.0350469470992,-2.46593839757888,-9.96578428466209,-9.96578428466209,-3.17136841831198,-9.96578428466209,-9.96578428466209,-4.608232280044,-9.96578428466209,-9.96578428466209,-3.17136841831198,-0.199255376063222,-9.96578428466209,-9.96578428466209,0.29983076182237,-0.997117491466879,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.99424073071132,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.886299500835272,-9.96578428466209,-9.96578428466209,1.88791513563813,-9.96578428466209
"JMJD6",2.55851255300054,3.58508272029882,2.70066165415274,3.09946353699544,3.44108503676099,3.75926238045967,3.73020518004041,3.18126160428363,2.85618895081904,3.44506452174342,2.36765063062196,3.72366776968084,3.03755793542403,2.55360625668587,3.97553847887585,3.04631643148948,3.121181218448,3.8340032438822,4.31113978027586,4.29579647964759,3.94495212426223,4.19935825458511,3.53866231448749,0.151858816727005,4.72960714918943,3.57905943566079,2.89743406292035,3.2312787913429,3.12449357219531,4.19069386653688,4.56260877644267,4.38619015062376,4.94303049908406
"CDC42",7.92023969842527,7.74873627419875,6.69767653219972,7.90105392365454,7.41465141398856,7.35306740890636,7.28910592678335,7.65914678866486,7.80749016837812,6.92054341554888,6.57819906686028,8.21970580010099,7.61662970594822,7.24051468973135,7.14863927341457,7.3635303041165,6.63417213053329,6.72779795638756,7.11281479326111,7.62776002880211,7.02636851392846,7.13186724716778,7.05897664163356,6.09657812489045,7.2460374844167,7.47638978893174,7.63684934447901,7.05323083185289,6.96012939346906,7.62425445800743,7.54805894675525,6.84047582277658,6.7301100553491
"ARHGAP10",2.66698377006666,4.29873162137693,2.53878645466232,4.0678968095516,3.06022035831686,2.74652775711819,4.00907838883213,4.17959066700622,3.41291698330213,2.71611294212415,2.33084518962342,3.82181224077927,4.3227213590322,4.4383593950187,3.87095647309494,4.13101321308385,3.47261773813468,3.19077286853788,2.14437273429198,3.03051265202529,1.83632813392398,2.41440618208775,-0.284545872884282,3.30027018363628,1.05032755355842,2.59717358467203,1.31672502157875,2.62316453565259,3.079122064434,-0.940644722383579,3.71929298036574,2.77209679219569,0.323081789503733
"TRIP13",0.766383141001298,2.91666771722005,1.69198075060328,1.96384399836247,1.3397075074486,0.215367972203479,0.926758531986465,2.19250981894195,1.70088355602827,1.3397075074486,0.696884090855454,2.11802742259079,0.323081789503733,1.5165194976611,1.41196851036013,0.633198686374004,0.444667066841908,-0.375197234747053,0.732052073300289,1.55630678422498,1.65580975435545,0.357270475679559,0.412510571249805,0.0854246562526777,1.55630678422498,2.71171514862302,0.546956178141411,0.412510571249805,1.23939804156656,2.57313211780203,1.70973175942069,2.06039331222714,3.01095882207224
"TRIB2",4.53922086117324,5.95468488242142,5.95468488242142,4.85004928269874,5.24644609241073,4.70326684809559,5.04443783672761,4.29653082509808,4.17480586894094,4.65655357382231,3.64742964422186,6.05877105476306,4.75761002233592,5.10017873175224,3.63818971164694,5.11149043045687,5.29869496893632,5.15303515284396,1.64662350847658,6.57335937709892,5.18867785242434,3.79815422743359,3.28850622045497,2.78889447916044,4.06013387358579,5.8654487241565,4.06875678516177,3.05154611957793,6.70156291828156,0.0440443327060212,3.95428938448393,6.27763146686062,3.78879009866328
"HLTF",3.74856857239182,3.91657218399213,2.99294966248085,3.51866102310956,3.36890800303177,2.75082085667328,3.13930576638392,4.5223696719685,3.30319624698775,3.74534491164144,2.09119205151613,4.69660593807134,3.70719345423804,2.99656952397319,3.58147176803605,2.60430858952597,3.64512520312669,1.17696099208944,2.57555437330874,3.27217252864411,4.45687184423018,2.3953370500727,1.24549566281992,2.55606149049984,2.89743406292035,3.46610501923389,3.45825074863658,2.18301003676225,2.59239723519794,2.20507966574984,2.72704913033868,4.68319114187824,2.74867590379394
"CYBRD1",3.52619404017692,4.86250098466502,2.36204901208824,4.97778363382386,3.21583388373373,4.10777154989448,4.82532771787134,4.23273749384733,4.31476902107304,4.48484705643314,3.67140660940647,3.9317775949217,5.13467273818569,4.64102573273968,4.46408009207885,5.47511731727486,4.85803074237472,2.78471335743699,3.51235332225663,6.18052583466882,5.93619033968518,2.41710988423005,1.39011735366633,2.73357127092638,4.03042436789951,5.84952395222887,3.46218322892228,4.20562710390717,4.30166080372604,1.27560307933685,4.24496314862757,5.90547124752441,0.0579700686373299
"CDH19",-9.96578428466209,-4.0350469470992,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.57346686188333,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.45798964446339,-9.96578428466209,-9.96578428466209,-3.8160371651574,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.72737954533701,-1.63935479753978,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.0276749584428483,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.619270551496451,-9.96578428466209,-9.96578428466209
"SPEG",-0.758769964484555,0.986228880227399,-3.17136841831198,0.705756782049797,-0.0424567992428948,0.00144197417390632,1.27560307933685,0.74931972457408,1.2147465226824,4.51985637480243,2.29601682253322,-1.9378782880922,1.20851725980554,1.51146803927587,1.18966644665005,2.19880843205028,0.0854246562526777,2.33656904176912,1.49620666592348,0.0579700686373299,1.62339868237726,-9.96578428466209,1.2147465226824,2.80136562762277,4.54911465531884,0.766383141001298,2.52882133100913,2.62784026504398,1.29337048420475,1.55139296802745,1.45995613965412,1.29924465779607,0.60502015306241
"ALDH3A2",5.81816033121595,4.97961382663014,4.0926303050113,5.73717296667379,5.56501827581844,4.17320740327314,5.2757892887981,5.91602274513231,5.36460744874083,4.71099923924554,5.12932423621443,7.37600380262943,5.31328213641781,3.92609432958161,5.69963491377698,5.95677689054876,6.14793753637901,5.87752341237821,4.74690391375636,5.78897275957759,5.64099682188447,6.13465220496279,3.72694017779995,6.16271357019242,4.29211913507683,4.65311735678546,5.31037647839597,3.95242676071363,4.39992301373686,2.49850618918868,4.73015082384196,6.01705335791978,4.13183638727079
