"","Pt1","Pt2","Pt39","Pt82","Pt49","Pt85","Pt101","Pt47","Pt52","Pt67","Pt79","Pt98","Pt65","Pt90","Pt103","Pt17","Pt38","Pt48","Pt36","Pt46","Pt26","Pt106","Pt34"
"CYT_Rooney",0.720731010850944,0.469446030839522,-0.616219303255314,-0.0868075385493901,0.753283837806967,-0.777841233580853,0.540262707024557,-0.67561393489437,-0.526556253569402,0.499714448886347,-0.261564820102801,-0.294688749286129,-0.239291833238141,0.576242147344373,0.655625356938896,-0.627070245573989,-0.700171330668225,0.196459166190753,-0.660194174757311,0.431182181610508,-0.350085665334108,0.541682948089812,0.915476870359795
"Teff_McDermott",0.701718586337371,0.542932303906258,-0.359203867098174,-0.0240274599542398,0.72196796338672,-0.455953228042667,0.566933638443931,-0.630362021733719,-0.776315789473741,0.0829519450800913,-0.119833265896216,0.093821510297485,-0.069794050343259,0.171085074595844,0.19232258130186,-0.434820410382219,-0.297479272794196,0.00858123569793423,-0.699084668192272,0.256610056142563,0.585938566122153,-0.403019690837218,0.808924485125852
