"","Pat02","Pat03","Pat04","Pat06","Pat08","Pat118","Pat119","Pat123","Pat126","Pat14","Pat15","Pat16","Pat19","Pat20","Pat25","Pat27","Pat28","Pat29","Pat33","Pat36","Pat37","Pat38","Pat39","Pat40","Pat41","Pat43","Pat44","Pat45","Pat46","Pat47","Pat49","Pat50","Pat79","Pat80","Pat81","Pat83","Pat85","Pat86","Pat88","Pat90","Pat91","Pat98"
"CYT_Rooney",0.101295641931679,-0.612485276796241,0.603062426383979,0.173733804475849,0.339811542991751,0.597140185716193,0.439207058248326,0.289752650176675,-0.00765606595995777,-0.31213191990578,-0.702591283863379,0.748527679623085,0.286219081272081,-0.072438162544176,0.316817552638137,-0.643109540636053,0.788574793875147,0.165416074219021,-0.621908127208491,-0.363368669022388,-0.0335689045936453,0.876914016489988,0.0465253239104773,-0.721436984687879,-0.606595995288585,0.711440619729671,-0.724970553592473,-0.800942285041236,-0.54416961130743,-0.75088339222616,0.843934040047113,-0.286808009422858,0.257361601884566,0.341871917738792,-0.692579505300364,0.736749116607773,0.662544169611306,-0.0329799764428796,0.889870435806832,0.110129564193163,-0.0488810365135516,-0.00647820965842699
"Teff_McDermott",-0.259319216818589,-0.601915192322434,0.490855457227145,0.513487821941427,0.499633028958635,0.251917404129805,0.44078034884536,0.594342939813889,0.395397593811147,-0.543301833814185,-0.646114446689207,0.691445427728618,-0.230088495575198,0.0997050147492733,0.465496135734135,-0.575512409724306,0.89439528023599,-0.213569321533901,-0.556253483408746,-0.571287210577605,-0.231858407079623,0.788542616058567,-0.551863482094677,-0.682613765593482,-0.602414985387321,0.292542790525151,-0.493466622965115,-0.761135771641017,-0.665486725663684,-0.601081329829954,0.851917404129796,-0.578277862857156,-0.241382216603437,0.0851401179941106,-0.727012966071919,0.637168141592924,0.792920353982303,-0.317589024854949,0.919174041297936,-0.109734513274317,-0.255945547317206,0.468861384516987
