"","Pat02","Pat03","Pat04","Pat06","Pat08","Pat118","Pat119","Pat123","Pat126","Pat14","Pat15","Pat16","Pat19","Pat20","Pat25","Pat27","Pat28","Pat29","Pat33","Pat36","Pat37","Pat38","Pat39","Pat40","Pat41","Pat43","Pat44","Pat45","Pat46","Pat47","Pat49","Pat50","Pat79","Pat80","Pat81","Pat83","Pat85","Pat86","Pat88","Pat90","Pat91","Pat98"
"ITGA3",6.02814918902856,5.91745562506426,4.8293929385271,4.07476230363768,4.64160382821178,3.72911766676647,3.72475939733651,5.77639355108241,5.73012364497473,5.05054523013456,3.97553847887585,-0.134477040860036,4.26835953199108,4.99417238141472,1.66948037187743,3.39657053282186,2.96180851473748,7.75134990144857,7.30315057285778,3.62772355630785,6.51744893221236,4.30019695596117,3.6725384900866,7.25380967430249,6.74646057596822,2.81987251676511,6.08089212486925,5.96257215768049,4.03307054443171,6.85038689415922,4.28028824480273,3.7181972070783,5.81098285667496,4.95749676929931,5.34628323812675,4.21653246903068,5.09681001350959,4.38619015062376,4.75280210284205,5.28099341970781,3.32495457777726,4.96859768040012
"GDE1",2.30480305578542,3.58508272029882,2.45443913468656,2.92048386821087,2.62784026504398,3.34497048755323,2.8116765280077,2.46231412717042,4.67812825928701,1.89180800103544,2.46754034205384,2.26333493599651,3.21583388373373,3.30465705618596,2.70509321973489,4.25934782162631,3.11453360829505,2.91284144514327,3.79815422743359,3.06194896509074,3.19077286853788,3.6838087219258,3.15720543819248,3.55839009872547,3.43309298396625,3.61482761033224,3.079122064434,3.42236757416767,2.18935017019567,3.27217252864411,3.56571901995217,4.14982839580908,3.57543335707406,3.88371855654118,2.84016106714085,3.05502207606218,2.96550726061908,3.6725384900866,2.82191425930924,3.23434802990267,2.35642555908681,3.35346444815542
"CCL18",2.04299446361841,2.99656952397319,2.02183502726224,2.1013139010863,2.86611670153433,2.75296262523898,-1.59509687785487,-3.62593428177746,1.65580975435545,0.766383141001298,-4.0350469470992,-3.62593428177746,1.93016960815008,-1.7809089417538,-2.63486740654747,6.09868483375459,0.476122419880152,1.22094900446678,3.70387589557646,-2.54793176977619,-0.0877333719335504,4.38066019304709,3.56693689529116,1.07107616201096,-9.96578428466209,-0.533242384273829,-1.55215635563791,-5.01158797427521,-3.45798964446339,1.13158948432814,1.70088355602827,-1.11716134423275,1.42277121932047,2.19566256285592,-1.31832585820717,3.59466797300482,-1.88363524330822,-0.394031641158542,-0.997117491466879,-0.859875776090929,0.864730922314751,-1.83135796444116
"CCL3",7.19437274113122,0.633198686374004,4.06013387358579,5.81175358201608,3.92419492170948,2.04649106019403,1.60454581636871,0.311503115468269,3.69052884140146,2.80136562762277,0.67897330785417,1.55630678422498,5.1135754912905,3.76987750480361,3.00378211262842,5.46991852769065,5.6590968258182,2.52882133100913,2.91284144514327,0.12565110166152,3.78774587811908,6.16934379888414,3.37448310432147,5.32951830959071,-9.96578428466209,5.38512037562904,-3.45798964446339,0.669933835668961,5.43031873026703,4.68206759130482,5.42529144608006,2.61376736814448,1.82007682109751,4.74313792665136,0.986228880227399,2.57070578853707,7.36589371390775,2.92428995151822,5.10059926899094,1.4756037446846,6.14345464539763,4.50341234465764
"TMEM132A",2.95624255474381,-0.150400988848548,-1.18114943910457,1.83632813392398,1.16414264884831,0.840765337323874,-1.05589120089205,2.14763232682386,-0.471928835421265,3.2312787913429,-0.533242384273829,-0.0424567992428948,0.799916202989014,2.28421798317836,-0.664288089679538,1.58062791045727,1.4756037446846,1.25761413004954,0.16478627814334,1.48078212440398,2.71171514862302,2.03948937190185,1.66038103524241,3.19865130140253,1.01506932171765,1.16414264884831,1.66948037187743,-0.356605546520108,3.53617726514188,1.95642843312336,0.67897330785417,-0.492078535042672,1.15769051358205,0.67897330785417,0.74931972457408,0.840765337323874,2.13783137173246,0.799916202989014,0.911499848861108,2.21754093986252,1.55630678422498,-0.356605546520108
"TNFRSF12A",3.53368792789948,1.76171078436334,1.81598522720104,2.35078010073486,0.816394909169121,0.993493221058416,-1.63935479753978,1.98950236086238,2.18935017019567,1.06419306192749,1.01506932171765,0.623866861852698,2.48052364638826,1.31092173523034,-0.913216233857933,2.09794783553483,0.623866861852698,2.51878689625372,3.01274743504729,-0.320125852253377,4.0678968095516,2.01827808502435,1.35106289894039,3.82995101162497,-9.96578428466209,1.84438565300257,1.24549566281992,0.311503115468269,2.85219864253357,2.64408700251674,1.08474462086847,0.642470537315822,2.73573878191235,3.2127249609901,0.783247097378116,-0.375197234747053,3.69721780342278,1.92637902519988,0.476122419880152,1.17696099208944,0.986228880227399,1.41196851036013
"CCL26",-0.833927324053294,-1.2827897009804,-9.96578428466209,-3.04692104738749,-2.2446850959549,-1.55215635563791,-9.96578428466209,-9.96578428466209,-2.82623293226329,-0.808437349299244,-3.8160371651574,-9.96578428466209,-0.492078535042672,-2.63486740654747,-9.96578428466209,-1.18114943910457,-9.96578428466209,-1.9378782880922,-3.30757280191029,-9.96578428466209,-2.31473259348316,-1.14880066140671,0.546956178141411,-3.8160371651574,-9.96578428466209,0.911499848861108,-2.72737954533701,-9.96578428466209,-2.72737954533701,-2.11403524324603,-2.54793176977619,-4.29335894269059,-9.96578428466209,-3.45798964446339,-0.338250400189295,-4.29335894269059,-2.05289494843213,0.506906554580693,-9.96578428466209,-9.96578428466209,-3.8160371651574,-4.0350469470992
"USH1C",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.88363524330822,-4.608232280044,-9.96578428466209,-9.96578428466209,-5.01158797427521,-3.8160371651574,-3.45798964446339,3.88371855654118,-6.50635266602479,-9.96578428466209,-5.57346686188333,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.608232280044,-9.96578428466209,-9.96578428466209,-4.608232280044,-3.62593428177746,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.50635266602479,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.50635266602479
"SCIN",0.52707033551266,0.401630466584741,-0.267079617891743,-0.394031641158542,-2.17788172527066,1.48594198341242,3.66800562942296,-2.38835545662634,-0.997117491466879,-0.913216233857933,2.70951121443197,3.12614690155444,1.04334450487717,5.8242841586985,5.14694027935802,4.26160603200216,4.5571037009221,-0.710755714843358,-1.21424022557299,-4.29335894269059,-1.51045706435753,-0.182786075741673,0.323081789503733,1.70088355602827,5.17356721249363,2.59478738657447,-4.29335894269059,0.0717626693000913,2.41710988423005,-0.664288089679538,2.3648525400612,5.18986408423011,0.757876659747896,-0.375197234747053,1.2147465226824,-3.8160371651574,2.99837605443825,1.16414264884831,3.03755793542403,-0.641603738043346,-1.24810786159569,6.24433529017119
"ADIPOR2",2.57797256871381,3.82690435054434,3.95428938448393,3.85509271580275,3.72038792200975,4.17799749690241,3.57301089820435,3.3278310517456,5.07471949560121,2.67604168737974,3.47910118892083,3.36331127390677,3.91561650361743,3.98741182744001,4.00279251726335,4.92604687484941,4.62123137380211,3.62655594938034,4.57295028458583,3.27813347108124,4.17320740327314,4.27359048420801,4.02423101527129,4.44101861892424,4.66112250219943,4.2126471520188,4.06099848768388,3.64050524868344,2.71611294212415,4.40401751071222,3.64166162502051,4.73557633149939,4.21653246903068,4.30019695596117,2.44121786326211,4.14086043889786,3.8400603308324,4.63174456179176,4.45226595448108,2.90900499815204,3.86799527533757,3.74319179574163
"CEACAM21",1.56120392076992,-1.68501351453148,-0.215914857265243,1.75317662732212,-0.45205668870965,0.840765337323874,-0.913216233857933,-1.46992925777492,-0.554273296650016,1.70088355602827,-2.63486740654747,-2.63486740654747,1.10500752476097,-0.512513650651464,-0.968604803724466,0.791605724704551,0.00144197417390632,1.29924465779607,-1.99424073071132,-2.93236128312464,-1.05589120089205,1.00072116724365,0.0299828662157143,-0.249822294406943,-9.96578428466209,2.1798294908513,-9.96578428466209,-4.29335894269059,0.190298791626594,-2.2446850959549,2.01113778318899,-0.913216233857933,-2.17788172527066,0.0299828662157143,0.215367972203479,0.633198686374004,2.87597660213846,-0.215914857265243,1.51146803927587,-0.808437349299244,-0.886299500835272,-1.14880066140671
"CD79B",2.88576957376769,2.15412950079018,0.94185751900344,4.16679577096187,3.91178743882337,0.816394909169121,1.09828479572342,-1.43050890804128,1.02219023963407,2.39259219566615,0.202887833470143,-0.394031641158542,3.32207235717846,3.09609314639378,1.32250505751888,1.31672502157875,2.54374332276106,5.30637161905093,-0.394031641158542,-1.88363524330822,-1.88363524330822,2.48825791280799,4.13512439516859,0.412510571249805,1.77862912589557,4.03922614641092,-0.833927324053294,0.390667685559667,-0.182786075741673,0.919149363287674,3.5742226360892,-2.46593839757888,1.70088355602827,1.43349363984688,-1.24810786159569,3.74534491164144,3.34497048755323,0.791605724704551,3.14094221737709,1.77019475495132,1.70088355602827,2.41440618208775
"PAX6",-3.45798964446339,-1.51045706435753,-4.0350469470992,-1.18114943910457,0.799916202989014,-3.30757280191029,-4.0350469470992,-4.608232280044,-2.46593839757888,-5.57346686188333,-2.93236128312464,-4.0350469470992,-2.93236128312464,2.38156025476946,-2.38835545662634,-3.17136841831198,-1.7809089417538,-2.72737954533701,5.47609000814294,-1.11716134423275,3.71050340148579,1.97489636376201,-9.96578428466209,-1.02620507034739,-9.96578428466209,-9.96578428466209,-0.913216233857933,-1.59509687785487,-2.38835545662634,-5.57346686188333,5.87309954718274,-0.554273296650016,-0.997117491466879,-2.46593839757888,-3.8160371651574,0.202887833470143,0.323081789503733,-4.0350469470992,-2.72737954533701,-3.30757280191029,1.54151483946068,-3.17136841831198
"SELE",0.623866861852698,1.44413695658759,-3.62593428177746,0.434027674663597,-0.913216233857933,1.02927618237063,-6.50635266602479,-5.57346686188333,-2.93236128312464,-0.597277823154395,-5.57346686188333,-9.96578428466209,-0.619270551496451,-5.01158797427521,-3.62593428177746,-0.413115187147815,-5.01158797427521,-1.7809089417538,0.24000896473507,-6.50635266602479,-4.29335894269059,0.16478627814334,0.190298791626594,-1.73216460790239,-9.96578428466209,1.74889054264591,-6.50635266602479,-6.50635266602479,-2.82623293226329,-6.50635266602479,0.368489000645104,-5.01158797427521,-3.30757280191029,-3.17136841831198,-9.96578428466209,-3.04692104738749,-0.758769964484555,-5.57346686188333,-5.57346686188333,-2.72737954533701,-0.182786075741673,-2.93236128312464
"FMO3",2.2901294646757,2.16059754588055,0.112366523072563,-0.394031641158542,-0.471928835421265,2.03597574366513,0.390667685559667,-1.51045706435753,-0.664288089679538,-2.2446850959549,-4.608232280044,-2.63486740654747,3.7867009012221,0.252173413202027,-1.21424022557299,0.202887833470143,-1.63935479753978,0.0157829972409275,-0.734563103950902,-3.17136841831198,-1.46992925777492,0.949348164288563,1.69643902065575,3.14257681424455,-9.96578428466209,3.4463885811617,-2.93236128312464,-4.29335894269059,-2.17788172527066,1.05032755355842,1.06419306192749,-1.21424022557299,-1.31832585820717,-1.02620507034739,-6.50635266602479,1.00791308164326,0.783247097378116,-1.24810786159569,-0.320125852253377,-2.38835545662634,-0.492078535042672,0.0717626693000913
"ADAM22",-1.99424073071132,0.202887833470143,1.76595900604575,1.64200835725712,1.41737997597302,2.6463931012189,-1.11716134423275,2.36204901208824,-0.432454552356253,1.81598522720104,0.00144197417390632,-0.968604803724466,1.15120939288489,3.33070180195338,-0.0724827538015237,-0.413115187147815,0.24000896473507,0.288063200325316,1.99313087142926,2.24823120674876,-1.9378782880922,0.585923976958601,1.93772102576179,0.633198686374004,0.506906554580693,2.11136523092765,2.51626734437183,2.57797256871381,0.740711733399101,2.34511246413563,0.888304895208487,-1.2827897009804,-0.886299500835272,1.65580975435545,2.79722054492389,0.368489000645104,1.22094900446678,2.53131907235479,0.623866861852698,1.70973175942069,0.138814468902282,-1.83135796444116
"CELSR3",-0.0877333719335504,-0.940644722383579,0.16478627814334,0.0579700686373299,-0.512513650651464,-2.82623293226329,-3.17136841831198,-1.43050890804128,-1.14880066140671,1.82007682109751,-0.554273296650016,-0.413115187147815,-0.215914857265243,-1.55215635563791,-1.59509687785487,-0.45205668870965,-2.2446850959549,0.177598929327733,1.08474462086847,-3.8160371651574,0.412510571249805,-0.118726938570751,-0.375197234747053,-0.375197234747053,1.49108345371826,-1.83135796444116,-1.2827897009804,-2.17788172527066,-0.619270551496451,-0.103146927103293,-0.783389931257558,-1.83135796444116,0.651683180632109,1.28747229511907,2.52882133100913,-2.54793176977619,0.705756782049797,-3.62593428177746,0.964213777946939,-0.375197234747053,-0.710755714843358,-0.968604803724466
"MGST1",3.68717269447643,1.202260983562,-0.0424567992428948,1.77862912589557,3.24656010189706,6.46631714547523,-0.320125852253377,-0.734563103950902,2.19566256285592,-0.492078535042672,-3.8160371651574,-2.72737954533701,5.54166970651761,3.11286690866318,-1.2827897009804,6.10015770167212,2.91092449689301,3.06194896509074,2.72922645499115,-2.93236128312464,-0.512513650651464,3.57664306286428,6.75516799892956,-1.11716134423275,4.14657376684796,3.94495212426223,-4.608232280044,-1.11716134423275,-0.940644722383579,0.623866861852698,4.51481660707872,6.27614302057402,-2.17788172527066,0.832687516439532,-1.43050890804128,3.58388007347952,-0.913216233857933,4.62415939689048,4.23043360475841,2.96919654799175,4.57113069083472,2.7593689192509
"PGLYRP1",-0.783389931257558,-1.14880066140671,-1.68501351453148,-2.11403524324603,-1.05589120089205,-4.608232280044,-3.30757280191029,-4.29335894269059,-3.04692104738749,-2.17788172527066,-4.29335894269059,-2.46593839757888,-0.619270551496451,-3.30757280191029,-0.913216233857933,-2.2446850959549,-1.99424073071132,-1.35475948735473,-2.17788172527066,-3.04692104738749,-2.17788172527066,-1.05589120089205,-4.608232280044,-1.0862010350493,-9.96578428466209,0.215367972203479,-0.758769964484555,-1.39213709716876,-0.687334826441606,-0.597277823154395,-2.11403524324603,-0.45205668870965,-0.859875776090929,-1.73216460790239,-1.46992925777492,-3.04692104738749,-0.619270551496451,-3.45798964446339,-2.17788172527066,-0.375197234747053,-0.338250400189295,-0.597277823154395
"ST3GAL1",2.88966822508196,0.832687516439532,0.412510571249805,2.3953370500727,1.87223777364246,0.723340120251171,-0.215914857265243,-0.413115187147815,0.714575238851626,3.71050340148579,3.56693689529116,-0.182786075741673,2.2144356975081,3.78251340814103,3.30173395713938,2.625504294584,2.06039331222714,2.15736714811149,0.723340120251171,2.53630161932382,0.971589535530062,2.65328936215566,2.60667910442159,2.33942247434663,3.10450440529959,1.54151483946068,2.36204901208824,3.52744572778007,2.8341044040015,1.92637902519988,1.96014098031077,0.903809558578697,1.28747229511907,2.1861835863061,1.67400860861723,4.87140012899743,2.76574689179985,3.87686069676784,1.35106289894039,2.7593689192509,2.03948937190185,1.36232961017157
"IL32",7.77294793389819,4.52738316918496,4.86150879382031,6.40004260123551,4.87828393285305,5.74230269843819,2.89936900827598,1.82007682109751,4.20484498579147,7.34882551073411,0.00144197417390632,3.58267642328381,6.34004591113128,4.69549279034366,3.02520601886874,4.3903237527283,6.12971576054894,5.49348722487798,3.12449357219531,2.14437273429198,4.71484994895412,7.08375587277765,6.61913418782863,4.38894720089362,5.01974638647723,7.36947520819522,0.16478627814334,1.38460245765075,3.55225409491605,2.87006875178241,6.4689253789349,3.56571901995217,4.0926303050113,5.50592267883133,2.7248685146864,6.13465220496279,8.49988972521674,3.25716151983692,7.66349406207888,4.40128913764074,5.14449510201347,4.10609701538939
"TRAF3IP3",4.05667022618442,1.59024270806259,1.59024270806259,5.22230225007851,2.5061449029796,3.01810000750257,0.926758531986465,-0.554273296650016,2.03597574366513,2.53381249682767,-0.249822294406943,1.72290313856045,3.78879009866328,1.72290313856045,1.5854433189362,2.95065503791869,2.93941466130072,4.36744096197086,0.903809558578697,0.651683180632109,2.90323113089,4.23427137846462,4.0985374642271,1.36793014143188,-9.96578428466209,4.73611776175452,-0.413115187147815,-1.11716134423275,2.11802742259079,2.04299446361841,4.88318090317329,1.11169907219742,1.8682916687728,2.59478738657447,0.465713319595964,3.54361960839827,5.95700914875019,-0.0724827538015237,3.73346280984743,2.29307614674767,2.02538322147792,2.50105692365951
"STAB1",9.51847809412051,6.30525920932726,5.39681025427006,7.42131588461741,5.05228546138912,6.58722995700312,2.88381629017539,3.67366948343465,4.95842511464899,7.71012452168813,2.1013139010863,2.41980852893928,7.97699937218748,5.33381727244258,4.36604239170876,5.40261986409519,4.44896700709811,5.25251405978365,3.62655594938034,2.90708294212449,5.40772663401428,6.85238593498744,8.71723429437511,6.21550387860988,7.01871205691838,8.21369235955732,2.76998326260455,2.48310634496718,7.33020879811662,3.48426705261196,5.54630800475441,4.29579647964759,4.19542634590232,5.13426201819178,5.61297167485599,4.71154997029548,8.17732485023338,5.76237539415835,4.35762237826952,4.89874043564663,6.78490961844491,5.47738590999818
"CD4",6.37331759933866,3.21116798367419,2.91092449689301,4.95888906340552,3.35909943253201,3.71929298036574,1.54151483946068,0.791605724704551,2.65328936215566,3.32495457777726,-1.18114943910457,0.687956494044482,4.56626719108443,2.29895151646805,1.56608449051547,4.31041283526356,3.27067843671181,3.65202751295585,1.43882511317562,0.465713319595964,3.09440499380133,4.45818511639851,4.39650203366267,3.13109555164169,0.334568275666133,5.07899402404866,-0.554273296650016,-1.14880066140671,4.22658559479312,2.10467213128256,4.21497959762421,1.67400860861723,1.70973175942069,3.31918436694194,2.79722054492389,2.81372989448141,5.76077981598879,2.74652775711819,3.02343279465228,2.42519072149345,3.51614125119857,3.01095882207224
"BTK",5.79548124759423,3.50474749649957,2.57555437330874,5.39372508097819,4.01890118330868,3.73129187415693,1.3790663992809,0.864730922314751,3.31048554625018,3.03755793542403,0.546956178141411,2.42519072149345,5.43299280260813,7.26125812161484,2.34511246413563,5.05054523013456,3.65775431882786,4.33778244026712,3.53742032487834,0.357270475679559,2.37878903793411,4.44300982513041,4.91509060944065,3.98650195414996,4.85054941965199,5.37681129336746,1.17056605679207,2.45443913468656,4.19069386653688,3.14909674417939,4.54664756046618,3.42908029352227,2.1861835863061,3.8340032438822,2.01471235152137,3.21893612133568,5.6673528583315,2.54621538477936,3.77620929043742,4.07476230363768,3.28555017999677,3.34497048755323
"FYN",6.14712350070218,5.86445855919878,6.74874298186557,7.08194673044778,6.00901118515024,6.15948791232426,5.51667707108992,5.3892570395921,5.38581064383718,6.83568411027067,6.79416889741273,4.19148369193759,6.42426708495039,6.08705967895627,5.37472652379264,7.24270729375996,5.86297203638255,6.38372157015551,6.01504701366787,6.03520599546008,6.89203880989046,6.9444016762128,6.48399308084303,5.91195517316373,6.7850404442857,6.86134749833708,5.36250495626375,6.95094658923606,8.10350288509462,5.72303970955754,6.26755452451834,6.77203079124224,6.78294580587869,7.45270249957555,6.22170311218309,5.54908384265711,6.59575725559912,7.16893280749594,6.55874212675559,5.84752093905987,5.97110665583892,6.80698131872128
"PLAUR",7.76295335573287,3.95800743316478,3.81362729553809,5.15950809509939,3.10952772179836,2.45443913468656,-0.597277823154395,-1.35475948735473,3.02165738827403,5.6320064124044,2.12134701687844,0.595503660502742,4.72142734741075,2.84819726695259,0.0854246562526777,5.41518401555378,3.66003869115359,3.23588020404933,4.39169899237382,2.38156025476946,4.41960630559482,4.8329406341553,2.75510121893164,5.17116678759074,3.44373924602935,4.67078369630238,-0.913216233857933,2.46492960112985,4.97915649604846,5.2513782582442,2.43589524132036,2.02892271059601,3.53493313343241,5.02019103144188,3.61718091815505,1.26963165094044,6.77611715128903,1.77441810410581,2.45706891128218,3.28110473161226,3.88469559507296,3.52494126566186
"DCN",9.99541526559212,9.18737929360485,5.87088251717843,8.6867841359515,5.38373884763006,9.1260358778426,5.09933728934357,1.06419306192749,7.31660737429698,7.36519384788586,4.31186635917966,1.84438565300257,8.84445784118958,5.50719207029563,4.15874095108297,8.74133551988192,0.423309237242387,4.65254385739768,4.11860890325427,7.37556948093712,4.80224492551483,6.16291493454538,9.63802132849903,7.04691662912716,6.5221656299138,10.7126052374416,5.19617423361198,3.6815617079354,5.93736793463179,4.92367214584192,5.42864491459652,4.65598143904288,6.02061331726138,7.07789454311857,5.01216637902421,5.37159370989741,7.36790393959378,0.60502015306241,1.82415684372883,5.61738665006854,6.9127815790492,5.23882506604733
