"","Pat02","Pat03","Pat04","Pat06","Pat08","Pat118","Pat119","Pat123","Pat126","Pat14","Pat15","Pat16","Pat19","Pat20","Pat25","Pat27","Pat28","Pat29","Pat33","Pat36","Pat37","Pat38","Pat39","Pat40","Pat41","Pat43","Pat44","Pat45","Pat46","Pat47","Pat49","Pat50","Pat79","Pat80","Pat81","Pat83","Pat85","Pat86","Pat88","Pat90","Pat91","Pat98"
"ARHGAP4",6.65020448717518,2.94504579663449,2.7593689192509,5.42897983312363,4.63174456179176,2.3704433048213,0.0299828662157143,-0.0877333719335504,1.45995613965412,4.10358156367537,4.63639261072674,1.39011735366633,4.94115327291128,2.58038671760526,4.22118107959651,3.93461085396445,3.32495457777726,4.34134535584092,0.774839759827326,2.81372989448141,4.62005849861789,4.28177242274433,4.98736634740152,2.74437640712083,6.30452929441515,4.51165778850881,2.95624255474381,1.25156762060825,5.16916337805799,1.73161772284062,4.82481875891563,4.35973199315247,4.1235834327765,3.21583388373373,1.97856174947575,3.02520601886874,6.18251353843303,2.36204901208824,3.61600474407973,3.25565179278319,4.00728521845538,2.85419517626058
"RGS1",6.65993882549007,3.8238512419538,2.46492960112985,4.03922614641092,3.78774587811908,4.25027946612286,0.732052073300289,1.23327453899093,3.9108285825865,4.32055688316978,2.4727476930995,3.00737492992765,6.84913608557315,8.60592762843567,1.42277121932047,5.37715846225953,3.28850622045497,3.27067843671181,4.15631570949275,6.66662878843508,2.47793631599449,4.47450094035495,2.18935017019567,7.60615348255833,3.79503959962436,5.73392371312963,-1.0862010350493,0.264236151043547,6.37679393272968,7.83295961619387,3.91752723171726,2.45969390298324,3.25111310917129,7.71782034270881,8.21169851779281,2.68504308947668,7.03860079332122,2.12134701687844,4.46799673637631,1.09828479572342,6.33075557399971,6.83581041207953
"LYZ",9.74535667766386,7.13925459736843,5.84827239492842,9.86698677294894,8.57323438891576,8.41371677261071,5.48126664589954,4.61417977714315,7.62242526069873,8.32849990860469,2.85419517626058,4.18515294823334,9.60076965267499,4.11860890325427,2.77631458511622,9.37786339198111,7.01693082800692,7.42013708142984,5.58709491042963,3.39108029675679,6.93994351492443,9.35805993737975,8.5138104843944,7.96746260509657,4.04884648119216,8.32292411225231,2.69844075617584,1.3956112485038,7.12195823396777,6.89349569756808,8.96774789839017,5.99663730970563,7.04440504882494,9.23560979781251,4.94068358445782,7.77228817788755,9.2309835125349,5.10772971021114,8.85047128468111,6.5193374621687,5.50846034583577,5.17636266962864
"FLT3LG",4.63290797868549,2.81782788059395,2.22681676504987,4.69716219002182,2.26933242973416,1.89180800103544,0.177598929327733,1.91111630637822,2.24519139306431,2.45443913468656,0.0157829972409275,1.2147465226824,3.1588217222971,1.79535136516656,2.29601682253322,2.4727476930995,2.67151983744411,3.58748501048987,2.9783787011927,1.47040671081933,0.911499848861108,2.59000311742169,4.20092802247937,1.3956112485038,3.33499724490688,4.10609701538939,0.660837367696284,1.25156762060825,2.48825791280799,2.85419517626058,3.85708525122187,0.774839759827326,0.740711733399101,1.97489636376201,1.82007682109751,2.51878689625372,4.33564045970802,1.43882511317562,3.66687018544739,2.45180455572049,1.73161772284062,1.02219023963407
"DLL3",-3.17136841831198,-6.50635266602479,4.76027418146369,0.926758531986465,-1.51045706435753,2.44916515681218,2.16382072649042,-0.808437349299244,-3.62593428177746,2.37878903793411,4.50722379077629,-0.45205668870965,3.30319624698775,3.74426875536233,4.12275553476176,4.10944414302239,4.47125250378281,4.15388638408562,-1.14880066140671,-2.17788172527066,1.50131174924366,0.486456955768731,-0.0130430374755989,1.40108430150501,4.8909816455926,-2.63486740654747,1.1833277060448,-0.45205668870965,-1.39213709716876,1.90342396588874,-2.54793176977619,4.15631570949275,1.5854433189362,3.74964152725378,-0.320125852253377,-2.05289494843213,-3.30757280191029,-1.0862010350493,-2.82623293226329,1.28154989336664,-0.0724827538015237,6.4804428625103
"NLRC4",2.40081114140935,-0.302226180444814,0.546956178141411,1.97856174947575,0.0299828662157143,1.82822536035888,0.566571640626761,-1.0862010350493,0.264236151043547,0.24000896473507,-1.83135796444116,-2.46593839757888,1.79535136516656,0.252173413202027,0.12565110166152,0.506906554580693,-0.0877333719335504,0.496717987935177,-1.21424022557299,-0.758769964484555,0.934327778315369,1.20851725980554,2.59000311742169,1.56608449051547,-9.96578428466209,2.53381249682767,-1.24810786159569,-0.664288089679538,1.63273352595054,-0.432454552356253,0.496717987935177,0.334568275666133,-0.710755714843358,0.390667685559667,-0.940644722383579,0.368489000645104,2.02538322147792,0.0989584800881688,0.264236151043547,-0.103146927103293,0.67897330785417,0.476122419880152
"NRCAM",-0.249822294406943,3.54485627488998,2.62784026504398,-0.0724827538015237,3.11786124220233,1.48594198341242,-2.72737954533701,4.02600325926406,-1.73216460790239,1.8682916687728,-0.833927324053294,-2.11403524324603,0.896078055397064,0.16478627814334,-1.24810786159569,3.13602728516192,-1.51045706435753,1.02219023963407,-1.7809089417538,-1.51045706435753,-0.394031641158542,1.31092173523034,2.89549651892662,2.01113778318899,-9.96578428466209,1.66948037187743,3.71929298036574,2.33084518962342,-0.356605546520108,-0.302226180444814,1.70088355602827,0.669933835668961,1.07107616201096,-0.997117491466879,4.26310954424379,2.50360315630226,4.60294377766314,3.16526881174756,0.0854246562526777,5.62792779040064,1.72726701073491,2.92618923436347
"SLC26A4",-3.45798964446339,3.37169824670375,-0.134477040860036,2.44121786326211,-0.284545872884282,1.65580975435545,0.919149363287674,-1.0862010350493,2.68279799870165,4.04010337800847,5.99233791418777,0.687956494044482,1.73595535401226,4.17160716458554,2.75296262523898,2.48052364638826,-0.0130430374755989,1.52155333054509,0.345964030342872,3.69944058337237,2.59000311742169,3.32639353165766,-0.664288089679538,2.31353610328052,2.99837605443825,-2.72737954533701,0.252173413202027,1.43349363984688,1.53156860881496,2.0775848292956,1.57094860517333,1.02927618237063,0.390667685559667,-1.7809089417538,-2.93236128312464,-1.68501351453148,-1.35475948735473,4.49127590286693,-4.0350469470992,-2.93236128312464,0.16478627814334,-1.59509687785487
"SEL1L3",3.77831372526595,2.8116765280077,1.44413695658759,5.45157380099217,2.18935017019567,4.3220002278361,1.43349363984688,1.3050950106667,2.27530509419877,4.09432053429595,0.740711733399101,1.15769051358205,4.06272616292883,3.77410178142063,2.99476072854958,2.77420723002214,2.29307614674767,5.83291532438204,1.61870851231379,5.29686115864151,5.07685834293729,5.14978775822923,5.87063597007262,1.50639883152745,6.01147327546012,5.84501325554294,-1.7809089417538,1.35670725293538,3.85808048790654,1.82415684372883,5.14734740630533,3.23741075271918,1.93016960815008,3.07227733547151,-0.394031641158542,4.76293342987731,5.10186014570194,1.61870851231379,4.91173951114398,2.30188025283903,4.01444456589816,1.50639883152745
"TF",1.34539637539127,1.65580975435545,-2.11403524324603,2.98750278321603,5.07129073063293,3.74534491164144,0.496717987935177,-3.04692104738749,-0.199255376063222,-0.150400988848548,7.77096776004066,3.53368792789948,4.8304074563713,4.84403407628805,3.04456898088717,0.669933835668961,6.70820103372673,0.252173413202027,1.05032755355842,4.67474310649017,2.21754093986252,7.45943981574492,4.0618625839249,1.54151483946068,-9.96578428466209,2.3648525400612,1.93016960815008,8.07034102256125,2.07073278582443,0.252173413202027,4.73069429368975,1.03632749181776,-2.63486740654747,4.11445031902788,7.17453625204511,-0.734563103950902,2.17344728605727,3.25111310917129,9.04900718573176,1.55139296802745,4.4621177753442,-1.35475948735473
"ESR1",3.06194896509074,1.58062791045727,-2.63486740654747,2.86611670153433,0.791605724704551,1.03632749181776,-0.575615328461903,-1.2827897009804,-0.997117491466879,-0.997117491466879,1.53655029553591,-3.8160371651574,0.971589535530062,-0.597277823154395,-0.833927324053294,0.824564212089827,0.696884090855454,0.465713319595964,-2.54793176977619,0.138814468902282,-1.2827897009804,1.81188199621867,2.2871767517316,0.252173413202027,3.11119828131907,2.83005245627156,-2.82623293226329,2.71171514862302,0.732052073300289,1.54646235816709,2.09457389798005,0.357270475679559,-0.533242384273829,2.64869551958324,1.09153059312062,3.06712239296616,2.34794906560173,0.357270475679559,1.32826202860941,0.476122419880152,1.46519088792598,2.1013139010863
"ANGPT2",0.896078055397064,2.08780225897709,0.455228571117139,3.91752723171726,5.53950005344547,3.99647913804195,0.434027674663597,-0.432454552356253,1.14469902515414,7.23132679844536,2.09457389798005,-1.46992925777492,3.49326304228613,2.2871767517316,0.151858816727005,0.227741075839128,0.455228571117139,1.63737839487229,1.25761413004954,5.73039541060883,2.0775848292956,1.78701447377343,3.88371855654118,2.37601248772974,-9.96578428466209,2.7593689192509,-0.512513650651464,4.92319673061291,0.848798181244189,0.816394909169121,0.264236151043547,1.48078212440398,-0.664288089679538,0.986228880227399,3.19392940637054,0.740711733399101,0.919149363287674,3.02343279465228,0.783247097378116,2.00036062868352,1.45470232816369,1.13815914522947
"PSME1",6.72915846331206,6.24737690633179,7.38948937495549,6.78058569677058,7.18518268849303,6.74094104842911,5.27802192968249,5.40874582237736,7.34350553848018,5.90883692043986,5.83670683711398,6.40294382958324,6.63082771019783,6.72398169724031,6.35563300012555,6.48753458415563,7.86270553917191,6.52326397739754,6.92185283554123,6.42644927366276,6.66918270878574,7.3757432253046,6.45040297631036,6.38992812858274,6.09256688287519,7.62447380591287,6.19359435195343,6.41195156767514,5.84124353845308,7.35905549441041,7.94181644742192,6.09994738400878,6.5572109445602,6.76515015322847,5.66933863520751,6.79156665639392,7.56583323944893,7.24926518258611,8.05175817546536,6.6235303732119,7.40549039141915,6.68090098200634
"SEMA6A",3.36050474633969,4.19306204671554,4.11361716178545,4.67191606560889,4.11027971297561,4.7682372667428,3.66914018047301,3.97828716834105,5.76131187147633,6.58016056267904,3.54855992669525,4.39101153641834,4.55894106113082,4.85254823544869,5.46991852769065,7.68930615032051,5.06656283345944,4.00279251726335,5.15060029241809,3.17328736863307,3.59943682303214,3.17967027934743,4.38963564099109,5.5789688946823,7.97482181402868,3.69832962148096,3.63587045217971,4.32632161803998,4.87435435351879,6.85400811855265,4.49383944144005,8.41270109115447,6.41432160969704,7.61729113532865,3.44903306002676,4.96536872864737,3.28998197246672,3.01631802229467,6.68693467104123,5.01573840286227,6.79715568341692,7.77998850180707
"CAPN3",5.22577620706745,8.06485591286536,8.09772139619775,7.55789252132407,8.29434964377932,5.95956152419877,10.7209889311408,8.8494082287385,9.21454012280983,3.23741075271918,9.33507989619807,8.35054586650216,5.0730061317338,8.58815618579451,6.94017849876593,7.9338735617468,8.71757704160028,5.93548332106108,5.00364720776983,6.8125110606416,7.3013224209308,10.1170339503268,6.7590359594021,7.98567688552611,8.83377876953575,5.28358846236613,7.64003520590982,7.43888331737595,3.93743855977148,8.4298711747986,7.14068664423642,8.02276172596934,11.0315020302312,5.94745576790844,5.03038022381062,7.57062231087874,5.02107991045764,6.59082654360902,9.54624046994308,6.38303030145078,7.16712706842687,8.7280939758424
"COL9A3",1.28747229511907,4.32704059295812,6.97052008456104,3.46218322892228,3.96818293408681,3.15234569283519,-2.46593839757888,-0.118726938570751,1.31092173523034,6.16372011102029,6.33254682966605,-0.859875776090929,2.44387182839776,4.14004239904781,2.9412941496344,5.52045367944857,0.24000896473507,1.11835972595306,-2.63486740654747,3.82893617264046,6.94756096618736,5.35194628621029,1.99675027884918,4.00907838883213,6.00519785254649,2.22681676504987,-1.14880066140671,3.17488574575301,7.9039481057822,0.614474282837701,1.96014098031077,5.38512037562904,5.22346116545242,3.83703496615413,2.82598909619666,5.3366761474033,5.00499568902537,4.44300982513041,-1.59509687785487,2.07416287550701,7.13320387569718,0.465713319595964
"TGFB2",-1.59509687785487,1.19597745864259,-1.31832585820717,-1.63935479753978,-1.14880066140671,-0.199255376063222,1.49620666592348,-5.01158797427521,-2.93236128312464,-1.68501351453148,1.23939804156656,-4.29335894269059,-0.997117491466879,1.49108345371826,2.27232185276999,0.252173413202027,-0.375197234747053,-1.21424022557299,0.642470537315822,3.97645529070188,-2.11403524324603,-0.997117491466879,-3.04692104738749,-1.99424073071132,-9.96578428466209,-0.394031641158542,-0.886299500835272,3.32926714089552,0.0854246562526777,-1.05589120089205,1.27560307933685,-1.46992925777492,-1.14880066140671,-0.808437349299244,-0.710755714843358,-3.30757280191029,0.264236151043547,0.824564212089827,-1.88363524330822,-0.512513650651464,0.496717987935177,-1.39213709716876
"CDC6",1.06419306192749,1.13815914522947,3.63470942279072,2.48310634496718,2.42519072149345,2.33370995434728,2.48825791280799,1.2147465226824,4.34986062353587,3.27366507485719,2.94691796798583,0.60502015306241,3.42639895265028,3.34922371893827,1.45470232816369,2.80962023484189,2.61847360308248,3.93366705238631,2.57797256871381,3.22512065568444,4.1235834327765,4.18435964839982,2.8116765280077,3.121181218448,3.73454705387929,2.03245353722596,2.84217431759439,3.1668760924852,3.09271486352265,2.77841886647074,2.38156025476946,3.21738583638005,2.41710988423005,3.13274133671738,-0.166502663140165,0.476122419880152,2.61140848102496,3.12614690155444,3.29145621645449,2.2603268134703,4.34915293440125,2.68952281684839
"FMO2",4.80689112410865,0.824564212089827,0.412510571249805,1.40108430150501,-0.394031641158542,4.97961382663014,0.177598929327733,-0.833927324053294,1.70973175942069,0.766383141001298,-0.968604803724466,-0.710755714843358,3.77620929043742,2.55360625668587,-1.02620507034739,1.23327453899093,-2.38835545662634,1.13815914522947,0.60502015306241,-1.63935479753978,0.00144197417390632,1.2147465226824,5.4902813058216,2.23296768053165,3.14584046237516,2.39259219566615,-1.9378782880922,-1.73216460790239,-1.46992925777492,1.92637902519988,2.22681676504987,-1.73216460790239,-0.0877333719335504,0.0989584800881688,-3.8160371651574,1.98221784631558,2.04997920270779,-2.2446850959549,-1.73216460790239,0.476122419880152,2.53131907235479,-0.134477040860036
"PTGS1",5.07728573215741,6.11688454565411,0.202887833470143,3.03931389357762,0.444667066841908,2.04649106019403,-1.39213709716876,2.36765063062196,1.02927618237063,2.00396196615242,-1.59509687785487,-1.35475948735473,2.95995557967556,0.323081789503733,-0.597277823154395,2.18935017019567,0.60502015306241,0.642470537315822,0.12565110166152,-1.0862010350493,0.903809558578697,2.23909248294191,3.00737492992765,2.25429168632222,-9.96578428466209,3.18760940922653,-1.68501351453148,-0.215914857265243,3.28702895733093,1.33399611819645,1.67852267688349,0.0854246562526777,-0.0573916638883367,1.4756037446846,1.36793014143188,0.971589535530062,4.08074292649001,0.791605724704551,1.25761413004954,0.357270475679559,2.20820508950445,2.2901294646757
"CRAT",4.89049533296045,3.13438524646782,3.42774024601659,3.45299071166983,3.26768560285999,2.81372989448141,1.74889054264591,-1.73216460790239,2.92238816500384,3.83703496615413,3.08593447251603,0.0854246562526777,3.76776071909499,2.08099868569426,3.04980499573531,3.63238455718264,3.5802661060564,3.82995101162497,2.91666771722005,1.90342396588874,4.34702778174228,4.10274210418416,3.59943682303214,3.4503534839162,5.08665640396667,4.15307569905593,3.85309742464605,3.29145621645449,3.5199192606225,2.88381629017539,3.96818293408681,3.44241275178282,3.42908029352227,2.625504294584,2.77631458511622,4.25859429865875,4.09347566718297,3.50728722964536,3.07570375921938,4.18594581209199,3.02165738827403,3.59586166415425
"SEMA4G",1.55630678422498,2.48568442828527,0.934327778315369,2.15736714811149,0.24000896473507,1.61870851231379,1.26363540356833,-2.31473259348316,0.334568275666133,1.40108430150501,1.34539637539127,-2.82623293226329,0.412510571249805,1.82007682109751,1.15769051358205,0.766383141001298,0.633198686374004,2.20820508950445,1.61870851231379,1.25761413004954,2.2901294646757,0.368489000645104,2.90708294212449,1.59502618406585,3.39108029675679,-0.575615328461903,1.3397075074486,2.06729452146853,1.92257845650856,1.91494715047958,1.29924465779607,2.1861835863061,1.06419306192749,1.00072116724365,0.651683180632109,1.89569039046369,0.856786546288081,-0.118726938570751,1.47040671081933,1.96014098031077,0.576280257621355,1.53156860881496
"SORBS1",3.15396742753934,3.99738274263174,5.73554925465206,3.93555403851745,4.04622910920995,5.68063379412182,3.92514493823326,2.58520292985943,4.47514975087177,2.93753272124663,2.36765063062196,3.36050474633969,5.62120206354052,3.57785175516093,4.24344059554352,4.87041404164768,2.62316453565259,6.44412038750309,2.8341044040015,4.25027946612286,4.52362468056479,3.86106208522204,6.55137758608942,4.56687602593516,5.93571903243645,3.95707881892,4.41960630559482,2.87990177131498,5.51604667408578,4.88318090317329,2.87204072453461,3.71929298036574,5.86445855919878,1.78701447377343,3.59586166415425,5.82631967169505,3.88859714580017,4.93927360092017,4.18118207971062,5.37194213646551,4.55832886769004,3.44903306002676
"IL11",-9.96578428466209,-3.8160371651574,-4.0350469470992,-2.72737954533701,-5.57346686188333,-4.608232280044,-9.96578428466209,-9.96578428466209,-5.01158797427521,-3.30757280191029,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.93236128312464,-9.96578428466209,-3.17136841831198,-9.96578428466209,-2.82623293226329,-2.72737954533701,-9.96578428466209,-1.9378782880922,-4.0350469470992,-9.96578428466209,-2.31473259348316,4.14657376684796,-3.45798964446339,-3.8160371651574,-3.17136841831198,-1.05589120089205,-9.96578428466209,-4.29335894269059,-4.29335894269059,-4.0350469470992,-2.54793176977619,-9.96578428466209,-5.01158797427521,0.848798181244189,-4.29335894269059,-6.50635266602479,-3.8160371651574,-2.63486740654747,-4.29335894269059
"MLN",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.8160371651574,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.72737954533701,-9.96578428466209,-9.96578428466209,-2.82623293226329,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.8160371651574,-9.96578428466209,-9.96578428466209
"DSP",1.09828479572342,9.99388802192422,-3.62593428177746,-0.0130430374755989,-2.2446850959549,-0.338250400189295,-3.8160371651574,-5.57346686188333,2.69175747504129,7.02149083185541,0.52707033551266,-4.608232280044,-0.166502663140165,-0.710755714843358,2.98203526135794,2.23909248294191,-2.54793176977619,2.42787430679269,1.73161772284062,0.390667685559667,-0.284545872884282,-0.833927324053294,1.98221784631558,1.63273352595054,3.48039439001216,0.623866861852698,-3.04692104738749,-4.29335894269059,0.67897330785417,-1.2827897009804,4.47450094035495,-3.04692104738749,-2.93236128312464,-3.8160371651574,-2.72737954533701,2.70066165415274,0.848798181244189,-0.940644722383579,-2.82623293226329,-0.45205668870965,-1.05589120089205,-1.43050890804128
"IL12RB1",3.4370945445223,0.357270475679559,1.48078212440398,3.75285561229223,2.57070578853707,1.34539637539127,-1.0862010350493,-1.18114943910457,-0.103146927103293,1.38460245765075,-2.82623293226329,0.993493221058416,2.67829730860359,0.740711733399101,1.06419306192749,2.1861835863061,4.43302619716713,2.54868321815718,-0.249822294406943,-0.940644722383579,0.993493221058416,3.77410178142063,2.1013139010863,1.02927618237063,-9.96578428466209,3.03931389357762,-3.17136841831198,-3.17136841831198,1.24549566281992,1.26963165094044,4.42834342143095,0.903809558578697,0.264236151043547,2.06729452146853,0.52707033551266,2.7992945749546,5.32556630855141,1.97856174947575,3.98011672288322,2.1798294908513,3.25716151983692,1.73595535401226
"PCSK5",3.15234569283519,2.0775848292956,-0.45205668870965,1.77862912589557,-1.2827897009804,2.62316453565259,-2.11403524324603,-2.82623293226329,0.993493221058416,3.02874594222712,-2.82623293226329,-3.45798964446339,2.54868321815718,-0.710755714843358,-1.63935479753978,0.412510571249805,-3.45798964446339,0.0717626693000913,-0.734563103950902,-4.0350469470992,0.651683180632109,-0.284545872884282,4.12606428007053,0.926758531986465,-9.96578428466209,3.84709494026056,0.264236151043547,-2.63486740654747,0.357270475679559,-1.11716134423275,1.13815914522947,-2.17788172527066,-1.02620507034739,0.323081789503733,-2.31473259348316,-0.0276749584428483,0.566571640626761,-1.83135796444116,-2.82623293226329,-1.18114943910457,1.95270630763022,-1.18114943910457
"SCD",5.14531062168748,1.39011735366633,5.01796643493484,3.87391160530574,4.78507968972467,3.33213503775662,4.68319114187824,3.06022035831686,5.89241531350426,2.76362403232193,4.61182156479038,2.46492960112985,5.55829825119776,5.40568609473223,4.49255824155043,4.88415830576539,6.59888623002072,5.0734346635022,6.47882623428802,1.75317662732212,5.00229746491498,5.21377497157904,5.80454408277292,4.31838915506352,6.30215451729724,3.59943682303214,4.68767661450825,4.07989006820028,3.83501452602152,5.7634381334126,1.67852267688349,4.31838915506352,4.75280210284205,4.02334407620433,3.9270430965768,6.03937970045046,4.12109831208698,3.14909674417939,5.88876759797617,5.19617423361198,5.35793901722724,7.01090289217032
"NRP1",7.57471461403649,5.29832839330652,3.93461085396445,5.17875447207344,3.63238455718264,5.87703254115969,2.6463931012189,2.01827808502435,4.17320740327314,5.83771622655949,1.94897455427977,1.5854433189362,6.00294999830185,4.35762237826952,3.60181534972849,4.89825673181292,1.60928217991657,3.74534491164144,3.11619838466359,1.9712216418545,9.02403427273007,4.9174794943435,6.84913608557315,5.53265982363205,3.80951734320822,6.86010616060131,2.23603333200583,1.70973175942069,5.60024001427107,2.99837605443825,3.80126214556979,3.66459661308986,2.91475584967165,3.50601792194349,3.67140660940647,3.25262759077256,5.36250495626375,3.92419492170948,1.80364035689067,3.44506452174342,5.48642477538126,3.89345929330089
"TIMM13",3.44241275178282,3.08253228949639,4.05406702258947,3.01987979435658,2.84016106714085,1.4756037446846,1.3790663992809,2.06384804338205,2.9783787011927,3.99828578162022,3.28258807025917,1.71852602646226,3.57905943566079,3.89345929330089,3.34780736791062,3.4169748193944,4.04098007652894,3.23741075271918,4.86497848053574,3.83905258069301,2.68728469191784,3.86502798708279,4.29285535424002,3.43975609871484,3.85608932750367,2.57070578853707,3.45562312740044,4.34986062353587,3.40203995474896,3.58508272029882,3.23588020404933,3.89151640021769,4.08839604791895,4.22735601830865,3.00378211262842,3.81362729553809,2.94691796798583,3.9270430965768,2.88966822508196,3.92893876078869,3.24656010189706,3.63238455718264
"MMP11",4.49959080242694,4.51859808241889,0.964213777946939,0.546956178141411,-0.886299500835272,0.669933835668961,-1.46992925777492,-1.43050890804128,2.1861835863061,2.79514352895776,0.633198686374004,1.36232961017157,2.60904573067554,3.64512520312669,-0.432454552356253,2.87990177131498,0.888304895208487,2.27828217953273,2.24823120674876,1.41196851036013,1.27560307933685,3.75926238045967,0.29983076182237,3.8340032438822,-9.96578428466209,3.19707905294604,-1.83135796444116,0.740711733399101,3.87095647309494,2.67151983744411,-0.575615328461903,2.19250981894195,2.42519072149345,3.03051265202529,3.26618685450072,2.58038671760526,5.17036575759271,-0.356605546520108,-0.808437349299244,1.94897455427977,2.03245353722596,1.90727526299938
"GGT5",4.57173747711591,2.55114683733661,1.42277121932047,2.98020813973469,0.556797246592743,1.23327453899093,-1.9378782880922,-3.62593428177746,0.368489000645104,3.35205225634249,-1.99424073071132,-1.39213709716876,3.08253228949639,0.202887833470143,-0.150400988848548,1.83632813392398,-2.72737954533701,2.31932890383941,-0.45205668870965,-1.0862010350493,0.556797246592743,1.77019475495132,2.83814500331236,2.11802742259079,2.36765063062196,4.14575896108763,-1.39213709716876,-1.39213709716876,1.13815914522947,0.880489626687819,1.48594198341242,-0.687334826441606,0.29983076182237,1.3956112485038,0.486456955768731,1.66038103524241,2.67378253401974,-0.118726938570751,-0.641603738043346,0.964213777946939,1.9712216418545,0.29983076182237
"GGT1",5.14775441839427,2.3164354110105,2.19880843205028,3.87292723365123,2.59955584254637,1.12498976997866,0.215367972203479,-0.575615328461903,0.766383141001298,1.80776706176642,1.67852267688349,1.00072116724365,3.137667457054,2.63714650625315,1.64200835725712,2.94504579663449,3.93649660685157,2.95810026172325,1.89569039046369,1.76171078436334,1.70973175942069,3.87686069676784,2.21754093986252,2.33942247434663,5.22423325882714,2.96180851473748,0.215367972203479,2.51374338459426,2.2144356975081,2.4332265482899,3.40884770162469,3.69944058337237,1.55630678422498,2.48310634496718,2.42250213510056,3.88762274684317,4.7687665795756,0.799916202989014,3.22357700580371,2.40626454061069,2.46231412717042,4.98600127913508
"LGALS2",1.99313087142926,1.32826202860941,-2.82623293226329,3.17648235397361,2.08780225897709,1.00072116724365,-0.375197234747053,-3.30757280191029,-0.734563103950902,2.33656904176912,-4.0350469470992,-2.31473259348316,-0.968604803724466,-9.96578428466209,-4.29335894269059,-0.356605546520108,0.546956178141411,2.28421798317836,-1.43050890804128,-1.31832585820717,-0.103146927103293,4.02865754991996,2.21754093986252,-0.249822294406943,-9.96578428466209,1.31672502157875,-9.96578428466209,-9.96578428466209,-0.664288089679538,-1.02620507034739,3.90313470372418,-0.356605546520108,-0.45205668870965,0.723340120251171,-2.05289494843213,0.345964030342872,1.54646235816709,-9.96578428466209,0.848798181244189,1.10500752476097,-0.783389931257558,-2.72737954533701
"LGALS1",9.17953841901965,7.13710385826392,9.19498087328936,7.26248013917152,6.27577066893347,6.74255870686105,5.29686115864151,7.07757414832263,9.20381536535824,8.60955183253039,7.80342725331789,6.97717687017362,8.37108398446663,6.28745382543098,3.90794818423672,8.27090731988944,7.3502408630531,7.83276978456836,6.36703901186451,6.61384102125542,8.67874448940463,7.82216289925698,7.54605328551376,7.66846664839933,7.66839573199117,7.62754118000449,6.26830338325274,6.74188490293268,8.63437908435256,9.1000604335638,7.03222209147535,7.21248179401988,9.07218889028866,8.37034303668217,7.69794753065971,7.59366002729059,9.35757619594796,7.45278485176359,6.54521162040059,7.49033747069396,7.47873726715695,8.87206227809169
"HPS4",4.03659124666311,4.82532771787134,6.00878715026549,5.97821851489102,4.02600325926406,5.14408716923891,5.27504430670471,3.60418996147501,6.4653378409558,4.2495211905662,7.0148127583169,4.87926465757107,5.2418783092512,5.31799138469393,5.28099341970781,5.55768578486822,4.71099923924554,6.35245840308953,5.38891277026367,5.56318864393462,5.03522799396638,6.2247927682547,4.44035427232892,5.56471349826092,6.56926322244769,4.01444456589816,4.90645772216199,6.19733465994276,3.33785378487762,6.07939944629128,5.47738590999818,6.01147327546012,7.23314988561345,6.74417455348377,4.60234997824708,5.44695093865108,4.36534259782577,4.55526399773875,4.41893202298725,6.1739469137872,6.33326270966778,7.41346715053032
"PIK3IP1",4.88611112666643,4.17160716458554,2.49082681491283,4.39307292232947,1.99675027884918,1.81598522720104,0.0157829972409275,0.0440443327060212,0.642470537315822,3.71160503183932,-3.30757280191029,1.69198075060328,3.60300314416484,1.56120392076992,0.880489626687819,4.36674184631419,1.91876784932515,3.97645529070188,1.59502618406585,0.856786546288081,1.3397075074486,3.60418996147501,4.69994023725026,2.23603333200583,5.70268524464264,4.42364539658424,0.0854246562526777,2.01827808502435,2.67604168737974,2.18935017019567,3.96541490744932,2.39807669206745,2.83612611823494,2.71830682186701,0.757876659747896,3.56205921321811,4.54726472981205,1.68302266506368,3.56693689529116,3.64281707521914,3.04281941113493,2.33370995434728
"TTC28",4.60886836830988,3.82690435054434,3.13602728516192,4.38619015062376,3.367510854907,3.75392538472808,2.81987251676511,3.16043619766802,1.65122394298988,5.09975807189362,4.18753023379963,2.31353610328052,3.98011672288322,4.65426367208226,4.44035427232892,3.71050340148579,3.78146463298515,4.32055688316978,3.95707881892,5.16876236208896,3.21116798367419,3.65546632367558,4.72415910434467,4.49063430584449,4.98600127913508,5.31979854877542,3.99013800935645,5.25099945893496,4.7164971119899,2.12134701687844,3.95242676071363,3.13602728516192,3.46610501923389,2.88576957376769,3.48941448485301,4.21420253467271,3.61835613412171,3.8944297595294,3.53244164668783,5.00409684158288,4.77404905422947,4.05145911327323
