"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Teff_McDermott",-0.336839592481879,0.277419933509803,-0.880572670754588,0.206893485790831,0.22467643964089,0.535415684369774,0.0913583518891627,0.22467643964089
"CYT_Rooney",-0.443187672135929,0.279481176290531,-0.99096071202226,0.104585367750401,0.112795709771297,0.636998639527025,0.0408514202921144,0.22467643964089
