"Cancer_type","Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Melanoma","Teff_McDermott",-0.369513652116663,0.313477712100869,-0.983918677790382,0.244891373557057,0.238495453592853,0.328667893516989,0.215096775531234,0.267725967203598
"Melanoma","CYT_Rooney",-0.250966914788993,0.226440139040173,-0.694781431961975,0.192847602383988,0.267725967203598,0,0.443535238575334,0.267725967203598
