"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"CYT_Rooney",-0.536520873541347,0.274770175261248,-1.07506052107915,0.00201877399645845,0.0508650132634536,0.528193081816869,0.0954117074076857,0.101730026526907
"Teff_McDermott",-0.379287394742615,0.233444980966544,-0.83683114980868,0.0782563603234503,0.104217973751507,0.306208981064381,0.22853009899853,0.104217973751507
