"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Teff_McDermott",-0.43298972655736,0.389234181286159,-1.19587470343017,0.329895250315447,0.265959995781487,0.258404165888138,0.256610710734058,0.531919991562975
"CYT_Rooney",-0.20623494752971,0.334976548425915,-0.862776918110041,0.450307023050621,0.538112467279582,0,0.569208504180105,0.538112467279582
