"","Pt1","Pt2","Pt39","Pt82","Pt49","Pt85","Pt101","Pt47","Pt52","Pt67","Pt79","Pt98","Pt65","Pt90","Pt103","Pt17","Pt38","Pt48","Pt36","Pt46","Pt26","Pt106","Pt34"
"IGSF10",-1.4881903837782,-3.38049119912627,-1.00288861599528,-1.05271417225175,1.8729272340812,-2.38681180853222,0.0476601418210468,0.767283528992427,0.790695430126485,-1.76455891987533,-3.13853040154195,-2.89464186479801,0.909594885642479,2.67295865113369,0.920059843738831,-2.29778075627145,-2.19689593842164,0.370835767297352,2.55451141940299,2.02424730894043,-0.849607296269434,-0.533207185354371,-0.797789193548874
"GJA1",2.976948746766,4.51282842957821,2.63438690902407,4.41711650466329,5.11697882156864,2.61455155874477,4.10930730052198,5.15275137808379,4.75274924841459,2.52006177911668,2.66274162162355,4.1672340446214,4.30780008110828,5.20283727745797,4.85140882389736,4.22663964709263,2.73618240339307,3.06134269649781,6.98455148559284,7.19841238448606,1.72484604291491,5.57563374971952,3.60048786984837
"PELO",3.63614381457268,3.16619518085309,2.50845206964195,3.16831809915069,2.86310445066725,2.02736458295397,2.67503751056362,3.88957081088574,3.63869866470915,2.10981265679026,3.10581197408292,2.72784864453978,3.99839778661821,4.44432807806405,2.15599305270955,3.23567572432775,3.33465703892986,2.72496817408897,3.81753984514453,3.08465055352462,2.42330913769206,3.97835294198367,3.1466659430546
"IFIT5",4.4045716991782,4.33510996196882,0.930368077840119,3.42544240550063,4.01464396473624,5.01649940865914,4.79820167814048,4.07823454387178,4.58470609794527,2.49128294200681,4.141924220775,3.3868069751884,4.43023794120005,2.45567283919836,1.82397863032708,2.68718817987093,4.11872553161215,3.41048403638092,4.4802168219393,3.62530568261666,6.13635751776388,3.999160023725,3.5936490374876
"UTRN",4.15369465180382,4.28635652271392,1.16254454879955,3.53894098092721,4.90695959587566,3.00448789191566,5.35341109161612,5.82160571220853,5.35995746588999,3.35693775260808,4.01839058582848,2.15620823888392,4.09966903361412,2.40227740282449,0.356407703562198,4.00213173576229,2.97921113667882,4.19864759752639,5.1718498814573,3.93766900069363,4.33526590939608,4.20578055365517,4.64605918059076
"PTPRK",3.50801032894708,2.8325365116941,0.339768653729765,2.57743977964052,2.53529605753601,1.71717199550486,3.55244485660125,3.32304612932846,4.29733726242994,3.94975234851444,3.06756837598032,1.40005209297685,2.24802367910362,2.30378776128142,0.781307971316243,1.17800353003755,2.22857211498494,4.22311625796799,3.00252835811347,1.78227722497896,-0.339943499757277,0.804537629090158,2.70473885144577
"PLOD2",3.09814384523142,5.10424522506769,2.50023266199749,5.04892032683981,4.43168000787767,5.47834928028496,2.68487765297501,5.51548058547209,5.64078438798957,3.92448303380595,5.30456344321999,2.64407074471843,4.3882210154911,4.85557796881708,1.27846002539882,2.55513405212296,5.4516149923993,4.8743964851288,5.2505698160035,4.63271674917027,1.33043904262257,4.90324364300198,3.57047830576173
"JAKMIP1",0.639111720302335,0.132747265926128,-5.21086411402583,-1.34742493794988,0.675312996690601,-9.96578428466209,1.6366723825358,-0.345480243087106,-1.73319396369661,-2.60447403738991,-1.2250795042737,-2.13229367963824,-0.460725833698915,-0.662767276325612,-1.02958168737877,-3.89290462080553,-4.46418648563454,-0.714876284140142,-9.96578428466209,-0.961885099876825,-1.42430350129544,-0.292812345996681,0.577645709166491
"BANK1",1.28652839184996,-1.26339462626096,-4.86058626684146,-1.06874824881325,2.34640758227079,-4.04491459931536,6.99546280121399,1.52295574494129,-1.3002217090768,-0.267860402560035,-2.88620439326021,-4.23578887335373,0.887170790244545,-1.68206404949311,-0.19375884930082,-2.42854695609512,-5.12996737556662,-1.11320897144759,1.49922603524222,-0.73397856074145,-0.408553298891717,-1.17560476038099,-1.73100033538802
"TXNDC11",4.98965477599385,5.19984053852422,2.99783555635131,4.20132811491418,5.04016559437352,5.02902123044546,4.94383362590953,5.01790052269446,4.83124665768127,4.72259000949215,3.75292822596665,4.57180178363051,4.69877327651798,4.58896332830346,4.36860808979663,5.24179286469271,4.96789008862183,5.0080547624001,4.71464497236064,4.53675643873243,5.33255901289843,5.13155413882596,4.70274705140574
"DAB2",5.74571208792663,5.22883376986844,3.82004078490175,5.2960458212131,6.21599920199947,5.27555963161014,4.28279416589637,5.95053822402868,5.41877261006785,3.25667063227759,5.01057849571301,6.18783254817754,6.7796621923285,5.22826595979547,4.6441797559587,5.58631433613421,4.32712081877121,4.99060080061376,8.21820669326485,7.29808670890652,4.70855969358314,6.18041501661805,6.31867969109502
"BCL2L11",3.71954341731203,3.31185586511592,3.26576187063499,1.85534274831027,3.07246050542915,-0.386528734102763,3.8102509725228,3.2865399183985,2.84830333575138,1.4153418219913,2.83959230715318,0.672581588843357,2.90980370656964,2.47331345128235,0.935690926801601,2.55388307906469,2.43205784613111,3.13540172417234,2.76537565352995,2.08132833874873,2.4019027960584,2.53033220968848,3.34181546858468
"CETN3",5.08057707916868,4.82541575996725,5.45857325486961,5.47958537374377,4.56021732967174,4.78791998256964,5.06956061308129,5.24324879379583,5.0840757984069,3.49568938656689,5.18287549579882,5.25734182113056,4.40753950530962,4.71227920176813,3.05054041897253,5.62516583806021,5.42057209560636,3.56394019560764,4.97898455676505,4.17201041776882,4.16566471479356,4.78242601388472,4.18406540879693
"BMP6",-0.183363797440005,-0.776300242897782,0.794788629286949,-0.654748036014567,2.03920136079982,-1.23345737142484,-0.479801747978801,-0.171612722701925,2.1037139393501,-0.647462988230149,-3.30256608855653,-2.64402253571335,-0.604378103957709,-0.414489040626215,-1.62637014418398,-1.41643509735486,-2.48704456881328,1.05501326864273,1.8807386286364,-1.12747344084437,-2.05500999946166,0.103984288102773,0.0499696737919583
"MERTK",2.56167897646643,4.36932043793946,2.63644443287646,5.14046651878051,2.40573438655067,1.73660844647,2.19860554992691,3.02761334701487,2.97813643576661,2.67248937239,4.89461314770641,5.13144557901411,4.4582627752259,2.79575414530667,1.47106663072005,5.16263037580579,2.39055716873849,3.44818844815017,4.71541169334247,4.22769492244259,1.54835354119736,2.71885306185123,4.06439747572804
"NR4A2",1.86748213706162,0.671638151661294,0.205009415298389,0.182312171882953,0.167636060656849,4.6667722201415,0.302624564192325,3.76665146798224,2.97827966498554,0.526085957874658,1.86852110190069,-0.0220367019722653,2.26220496094502,3.89697283034119,-1.61917133526984,0.781562282650119,2.2272969428702,-0.283463809118687,0.737181744108313,-0.636013670291043,2.72320617477224,0.877325902823336,0.986885943116507
"RBMS1",5.06255846128371,5.11598429293652,4.52905071929892,4.18540627382011,5.15837195444445,5.07761187017112,4.73194219363019,5.87536775395025,5.86869106892058,2.6591553172285,4.78758435050834,3.75142453727159,5.38408662173091,4.12039394240624,2.52360934320913,5.64012092101461,5.8919714394358,4.04057596282231,6.10868083461819,5.23509424008978,5.05255482431491,5.05536558955538,4.83699996883841
"CD8A",4.61695046569392,4.18699088682818,-3.55813076957664,3.35375389700026,5.21440155645892,-3.72386364061733,5.57232941935696,2.35871682874902,2.24724096033844,2.75623671208312,2.89032377085808,0.69994642911711,3.90422879001667,4.17188867727648,3.56160220527052,-1.71502935652543,-0.119940191593303,2.95083525814285,-0.179662338679361,3.54183920826409,2.07035272437865,3.88855824521337,5.78686915853091
"CNKSR3",4.26603878968986,3.20189730243863,2.68859682124337,1.47447810207411,2.28547792742529,1.34320860604684,1.10932473762111,4.04216494931189,3.84272352562554,1.64935109807325,2.7130841267821,0.404511987810858,1.42590889192959,1.26161740892374,0.311295536343533,1.12083899936743,2.50273918978023,3.80890809530018,1.75063791542909,1.33553083783494,4.28458459625802,2.06457801961062,3.08460803298497
"DDAH1",1.0523934104424,1.51485948465028,1.0850150367533,1.77606773698045,2.5215759981125,-1.1968743418548,0.91984163489643,2.70992881684078,4.23694633558467,4.30218964052778,0.696072647719806,0.393429827938881,2.97820676524547,0.899473465507583,0.768189312142164,0.370201206615349,-0.749541692890448,4.67664747663451,2.95627677281963,2.43916772012233,0.802250281328999,2.37259513016821,1.4211683982901
"HS3ST3A1",-2.11044125489848,-0.871687128864528,-9.96578428466209,-0.905099559929219,-1.90649472320053,-4.18626969084718,2.78428581133511,-0.0752432720570763,1.83017923031799,-3.31254576684277,-4.48144769293446,-4.17681108926657,-0.517794986649143,-2.23755264159175,-3.39847690936545,-9.96578428466209,2.06439957151322,-1.39178845183104,-3.14755817308679,0.589410050746917,-6.94236287149497,-2.8289598494496,-0.484227713649397
"AK5",-0.265324052006395,-0.102673866309111,-2.70377071621665,-0.224897440995462,1.22056647675152,5.32841398077104,1.65260116751515,1.81166461983783,0.0207954637139644,-1.70544768677322,4.14039296395393,-1.64499669595677,4.14830944252491,0.575686528606385,0.673203574672701,0.717112515815721,-0.484572648857439,-0.807116494313925,-0.0213748636140523,1.67727205902849,1.94682739676317,0.524122567253241,4.43350047530078
"THY1",5.10439473517198,6.60529876541983,3.29577445482755,5.52661893848746,7.29612973509378,2.81615394599257,6.66777296434599,7.16788972467037,6.12671891068674,3.10689467170432,4.50746987203485,3.61855322124046,7.03747021172635,4.99087635652586,7.02166874300575,4.91194274007367,4.05483971235885,4.99689858912891,9.55604835847197,8.05593943670583,3.85336045639556,7.78602836896175,6.58096750650658
"ROBO4",1.20697488304887,1.94489784355588,-0.269322376616979,1.16154031355383,3.02651426913673,1.0876342690576,1.20469681684814,1.62621176697852,1.85884496300907,1.46943246798209,0.149950843615678,0.759210731960142,1.21084083324861,0.0550519753329557,1.12638412512539,0.560328897821729,0.325521280587051,2.3286235353651,4.13364290910059,2.10231988166402,-0.46407520162059,2.8146601460973,0.798894033690704
"PRKCA",3.45396320859176,2.15976860448635,3.08355947748748,3.07979628816175,1.15607268363063,2.73994973980832,2.34875804236345,3.91930887606935,3.04415840623084,1.76164650813131,3.09542430595054,1.88668486406445,1.35532994715991,3.01440451917841,-1.26251273265785,5.2863751171293,3.55952124650812,2.49333670008726,2.31865878766526,1.21164118187572,1.69067022591772,2.72913238984371,0.751733073719101
"UCHL1",7.73853915673997,1.83208087643366,3.02242581346927,2.98034458069474,3.13787372306961,0.799736050169886,3.87054193487397,2.93056379044169,5.02525425217879,0.471480261621914,2.45341461350351,4.1286076085193,7.81399278081371,1.32951378383877,3.33521577786189,4.01320635719707,2.43897087934882,2.0467765831026,5.47268089672533,6.01717794687831,3.09315342363297,1.3582791186058,2.22659329242045
"GBP5",4.81943573886074,4.62940980335664,-2.25224239940937,2.9627587275852,5.05405577065378,-0.0593699995549482,5.23169998776108,3.76063815908798,2.44851201635738,0.329943789317174,3.77412193126362,0.930385693889731,3.96727493825027,4.24520836264981,2.59639152825874,-2.40882106702073,0.231167111142934,2.70365246346484,0.967216433032857,3.53351466377119,1.9747741952181,3.93243820820276,4.90903352407978
"LY96",6.85153597642524,5.65018405994265,5.64095774531903,7.7172823379496,6.67942412762991,7.17929295430059,6.66526603350391,6.82748550816521,6.05325971242149,3.51749170236384,3.76346081415696,4.45834020986398,5.75231337289096,7.6872805156039,6.76058261946168,9.2006911219789,4.81820027075819,4.73432342620749,7.26323483328552,7.58311331260632,2.39978666392149,6.4102301811584,6.97161836972777
"TMSB4Y",0.409344802659035,-1.08964401689177,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.37181985352475,-2.03994362463375,0.987971081577376,-9.96578428466209,-9.96578428466209,-3.39085834109967,0.366685895459524,-9.96578428466209,-9.96578428466209,-4.27116840498789,-9.96578428466209,-9.96578428466209,-1.17002468344512,0.534675281886066,0.2345754288955,-9.96578428466209,0.152991822242218,0.101341992789007
"CXADR",-0.929949988401969,2.3080875232422,-3.28760650794892,2.13554995693466,-3.93540627493285,-1.1906561486842,-1.48705021718041,4.12347200549936,3.40366430027429,4.11478159403721,2.20180563605411,1.87712323892239,-2.67267560041438,0.272072229270846,-0.166873514459388,1.6437873642605,-0.520603548605166,4.02195282816611,-0.065553227804,-1.00088639726458,1.69985889220216,-5.69070336857162,-2.74921662244135
"C21orf91",6.66446053001661,3.84984150169792,-0.130781549067596,3.31432507422183,2.87772084122537,4.39882226010543,4.11202883016419,4.69789035973028,3.26551119265213,1.19772864074646,3.56801253849292,1.39564981831577,3.97333180415717,1.9403259939288,1.61691055314126,3.64265322831633,4.91421921018164,2.08269227766969,2.99816374432135,1.73002074259626,4.86214505537866,4.08872790484794,2.96645145842236
"NCAM2",-1.84014586529771,1.21990328845053,0.276719689138435,0.910729561821117,0.0575363664453818,-5.31581575476277,0.187500315081033,0.588975187695026,0.893266624207849,-0.393469432071197,2.51845653980491,-0.0508557410996718,1.69933889173628,-5.04617996622795,-1.69580604586532,2.03759947917295,3.25247643918307,1.56309343368527,0.23525014815178,0.139401544115914,-0.00429828429655798,-0.256704960321185,-1.02558692542819
"ADAMTS5",-1.10005801666967,0.669856168962363,-1.75690890797424,-0.757966372318631,2.84544606517136,-1.62090175236546,-1.71194142741575,2.53486118930595,1.19377563362204,-1.23603098368099,-0.494758424495729,-1.67339041576359,1.4019742524287,-0.78924575158408,-0.766856338766896,-1.32885499376406,-0.531066741632494,0.993881635281769,5.82638686135943,1.63278267324301,-1.38495948732299,0.581365073244406,-2.88704255211523
"XPC",3.58150002027468,3.1517806453439,3.32757271323861,3.83444757829879,4.07895135193984,4.92133383064109,3.9785448171396,5.21885851412013,4.45311882371223,3.25991457031525,4.36320878378312,4.19771688087175,4.54060074964655,3.48580889393241,1.8895852010708,4.11101160019935,5.64020972536952,3.95529431448221,4.07024513222824,3.53648976814571,4.76635643922462,4.44274929433227,3.56316091100704
"PLCL2",2.15328453965242,2.42408402192956,-0.245177915652901,1.18515167612814,2.81444060915681,2.89107193731608,4.26562280046929,2.41658322275143,2.84472836590088,2.04378145307153,0.272106444631701,0.126450962223989,1.99669763823549,0.698275337846493,1.08349409383843,2.0667480904563,1.85006974612764,2.22491871865347,4.11198143811584,3.00438132497152,0.77408288887908,1.69208988030844,2.8754836144845
"PTPRN2",2.28007024543257,-0.358363247011482,-1.71801926352222,-0.633979626589185,0.972293578361221,-1.2715753627392,2.40638057742626,0.166879220140088,0.638123973942735,4.16652274239086,-0.979740104845211,-1.22914866108376,-0.451058363473237,-1.29631712242971,-0.175512261500749,-1.14674863158949,0.485295474124319,0.389496171460678,1.86507984999636,1.33491373774158,-2.08722823163252,0.504733057221862,0.973518861137721
"SAMSN1",4.99419279468379,4.25370301739242,0.985467326387531,3.57035747476802,4.806556759814,1.65355413380345,5.34872884289144,4.03757623866843,3.08868266839808,1.41143084595694,2.83332071030508,2.03267445168966,3.7417591681958,4.81036908597092,2.12039197308411,0.299519638247325,2.4115717508226,3.24664336497204,5.17559490467629,5.48533229681669,2.04764256644761,3.87041768737504,5.65980974509524
"SLC7A7",5.13531884250984,5.67972891269471,1.17959591584397,4.12230176678542,4.56030614299927,3.11101766612827,5.1357083577813,5.32690383900059,3.42053895864625,1.32172178564762,3.3035451151094,2.81204161654424,4.71678277359736,3.89543833430613,4.03420534166578,3.00610577430906,2.52851030273969,3.77653626306875,6.03834891770232,6.04232838581478,3.02031320499375,4.2390743040062,6.34798576646807
"VSIG4",6.08864952839225,5.11004506427732,2.46656066755953,4.66546383231635,6.32254375336854,3.84822703437735,2.44570215427084,6.60947443880613,5.14250019764647,1.59869968068041,3.59858909664607,3.1513853187413,3.50406642879049,5.47780587843336,4.67815554529173,3.91518240922972,3.99084706521957,5.46243855112338,8.83956346710667,6.35346543335319,3.26121912751842,5.08629071856985,7.70805127491216
"ELMO1",3.26865190942613,3.88793020859328,0.166624255964632,3.11082584590956,4.10298143479095,0.630359635415304,5.35506679421844,3.62244772049494,5.47985374159556,1.16016620098513,2.59266216098067,1.10943358082031,2.84265915683634,2.76151605545196,2.14422344149332,2.27598899857831,2.14485192091661,3.49276697245204,5.74950864002027,4.52397948811407,1.67268252330203,3.12529901175976,4.28901880434375
"SLA",4.6176475307756,4.54684115487573,-0.0722045157101077,3.58071801421399,4.82884410685123,1.96980069401327,5.96157119879963,4.43859675491966,2.95527156893377,0.874997435534065,2.58883542185485,1.89477522442635,2.99371033203815,4.02918367615391,2.74761000767684,1.21351343554118,2.46855769499361,3.07823014705618,5.0482168717777,4.9264633419236,1.97661688429457,3.72010918944598,5.64998955719261
"MMP16",-2.1885907442415,-0.0825860078500737,5.56738177505017,-0.724784504821801,1.0020472996946,5.62235077202934,0.359726522522847,4.38419310011961,4.64961732422258,-3.17751556217606,3.37736652429101,-1.74143102630931,-0.528377858229459,-4.55141425315112,-2.83041686284408,-0.784574097064771,2.52347824444162,-1.54664415632424,2.25737734681633,-1.39098536909124,-1.86061870162167,2.41481934833263,-2.61098437766246
"KCNMA1",3.09486371908394,2.68860796320066,-0.668675611888594,3.08836720565844,2.92449837909975,0.570489169237006,3.19940917807467,3.36729759657519,2.92310056978491,0.998826435863598,0.915859676015354,1.21049387484857,2.84996878941675,0.914055610475329,4.7235131132159,-0.688201083652457,3.76524570199727,2.61816464201781,4.73869358978325,5.56154702365692,-0.84163212795644,1.90742183527689,5.68611728568963
"CXCL13",4.66263257439343,2.89990332688367,-9.96578428466209,3.49110506056786,5.1814580699855,-5.16643128006708,8.9945808363359,2.81006543014206,0.985294237309423,2.18576316440105,3.09547241350332,0.181848716844234,5.84181550527424,3.3708988122999,4.49665071356036,-4.16337713001075,-0.604691355860208,3.10420086447911,-3.3455811114794,5.54013084964454,1.89334793072118,2.77805964099158,2.34628620234067
"TIAM1",1.14348099651161,1.58345532437102,1.49744472642487,2.73126208239737,2.29321599139425,0.962771530619458,3.108324629412,4.71594995941271,2.93928332843937,0.0282620612065814,2.80719721530683,-0.212056611166537,1.61738876776121,0.92815570958308,1.71507413448754,0.842900046802132,2.20654585425714,2.22633417824742,3.19355276166654,2.75008752846679,1.63059844019186,1.09183926137641,2.40954116808569
"FGF18",-2.56217897743462,-0.73815532064695,-4.05306395306449,-3.00316006030682,0.139174746085101,-3.48040423984855,-1.68487828483736,0.427024246790302,-3.79514015143369,-6.15052122995278,-3.04041557848863,-3.66995552685749,-4.29261338878776,-5.52943511680809,-0.940678673932546,-2.57993707993542,-3.10295078986983,-6.06294869293908,1.92918958931628,-1.41926240864654,-3.3967695802787,-4.66098817784077,-1.99693229247378
"UQCRB",8.74650801392227,8.52554280786681,10.7287623295642,10.1830225287989,8.61480503624744,8.97770397980618,8.81600887820706,8.65892010792229,8.81760460738457,8.21398430101929,9.42948696712574,10.3316953491846,8.16029573809631,9.26833468842623,8.69924778894749,10.4969969660135,9.58648846107815,7.88209673658345,8.46406314016571,8.31877949777531,8.23522657176298,8.57929162814709,8.57561817361752
"HK1",5.52374888850605,5.70008109255095,4.40274298260888,4.58143112923242,4.85201534560231,5.36916517556735,4.92180194241634,4.99116767190663,4.92181239591124,4.69877060595961,6.25293121930918,4.47539082177962,6.21590201651729,4.98086100268628,3.11296312056836,5.31753824660146,6.0311198074822,3.23532384023427,5.42923248452149,5.16309288349426,5.99301651164535,5.5167212775999,5.38278298278802
"RAB11FIP1",3.42125069585632,3.41718257486292,1.91153117208268,2.42850560869913,2.74917225360516,3.42835628289181,4.21267870816195,4.4871601477302,2.57834079014285,4.10117852271486,3.06059658791999,2.91322119558162,2.18333932956994,4.20928012806894,0.269519620725713,3.0874899160216,2.55128322682941,2.35785541377136,3.99806599289815,3.26354041227771,2.95014242412499,2.36115151596118,3.34779460034773
"MS4A1",2.83512000321937,-2.50614021468848,-3.19685386863024,-0.154007076339327,3.37635989556951,-1.65819185248593,8.98032338550355,0.702300777307889,-0.553140533239009,1.72996424366279,-1.58508300710108,-2.41042758258563,3.25698785619557,-2.23840304851396,2.40165838030908,-5.7703891016955,-5.40145281033103,0.436972631410334,-1.84049709706777,1.3401113553154,1.51669156878936,0.0394231040542412,-2.5134859415181
"TBC1D31",2.71181278836049,2.46433561747319,4.04965719664775,3.70847510789702,2.24868460451991,3.09317120548517,2.50774386654546,2.53117178026884,2.81562473072444,1.48211571661968,3.54588801528881,2.91826318993549,2.22560315690985,2.94931053868177,0.280775874931337,3.66136913283861,3.53730735951814,1.01407825757135,2.2380882722027,1.73458693183884,2.17191817301852,2.92316273511068,1.21366850471387
"BUB1B",3.98632410590473,3.62047761082806,3.8908327492547,3.0269096546838,1.35913136296855,2.20561631506142,3.57729547913536,2.8667988249481,3.56260765682353,0.407586286541285,3.74296668304773,2.17814365129468,3.69359863475817,3.09952317426975,0.302366474102869,2.82924095446142,3.45508073119411,-0.151412916919562,1.6951771749413,0.934188323639424,2.73721618422677,4.66573302737816,2.38830370068585
"SST",-9.96578428466209,-9.96578428466209,-0.114554136820796,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.18199807571459,7.8642721191598,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"NMNAT2",-1.50016375502186,-1.27590677681319,-2.95991852170104,-3.43320849397239,-0.0392539820670928,-4.06811289766172,-0.264771059538299,-1.04971605291263,-1.09086775908108,-2.86428673606743,-3.07932999585191,-2.25346827210012,-2.28157237382209,-2.94107973850432,-5.91631383904321,-3.44571918283697,-5.81405835426004,-2.55174686715745,1.89833029011437,-2.60594566776044,-3.69644255839214,-1.0737259448525,-4.34967872980976
"NRG1",0.00286914505296682,0.798594988294118,-1.23888919044098,0.487323460834576,-2.69701938859796,-3.73534483669877,0.378343885540021,-0.0645180701436361,0.981775857739209,0.296700234512584,-3.0377564920828,-1.56973359575071,-1.81820063442417,0.734111887645085,-1.76825249649737,-5.2820037540425,1.88615002002494,2.02380929220326,-0.432801023180544,-0.543963989569175,-1.95617106567984,-4.61158754137883,-4.01196715080422
"CPT2",4.20504014905365,3.18718619680132,2.48069224764384,3.68163217631166,3.29962513659616,4.07142210531266,3.45150785245844,4.19266374497362,4.65482476168082,3.92525049331437,3.05288345210087,2.06251418715712,4.34314201234243,2.97859103016695,2.11636313328002,4.46639459806378,3.90637811602642,4.73109744217026,4.165257314219,3.66601162819669,3.7415970816012,4.34305735016096,3.85724296448525
"LRP8",3.21818836995634,3.68673659203137,3.37327923667836,2.24218093918771,1.45145471105586,3.25332826238423,2.42847317249733,3.46430676638608,3.85107024193107,-1.18845573418784,3.1244759362666,0.486844851224087,2.94821833939028,2.27697276523686,0.00951471692759742,2.8160217936672,3.37426094326502,-0.333164888236102,1.0617233915648,1.09905478657967,2.75528483170242,3.53054705197072,2.36982924403518
"IL34",0.913094426279276,2.50079935995866,-1.56822706592735,0.626489787352623,2.3435163946323,-1.2512293962639,2.67857563549326,0.114751435664337,2.00815165159955,-0.887678461437642,-0.312173816861401,-0.267866711831731,1.67649357571112,-1.55382391425053,2.64002795023583,0.0684898947232435,-1.17536584514611,0.450596772164591,1.44855046166133,2.16450639590783,-0.928037947243621,1.85133992327356,1.62462406345046
"KIT",6.40431251627373,0.141611907876689,4.96786349884641,5.16680350186372,1.0554519307902,-0.565800982156185,1.12357454573183,0.564708992345155,1.64385400908306,3.09871281021563,3.71425420699224,5.28350568365232,4.6109075324954,-0.701550614900023,2.06109052196747,8.42188563231157,5.22588923460445,0.802755430264693,3.19876820881628,3.63876586599997,6.91780205427572,-0.00353167571052365,5.71693997575614
"CCNB2",5.98139715249973,4.7412898207997,4.18013892396297,3.87315234594905,2.18313722568848,3.44386514401511,4.67547759088935,3.37995633468528,3.51341289261397,1.84426840720945,4.06674473668252,3.1475308708062,4.65032756076637,4.80093671569435,2.46621234725906,3.49365403186774,4.77376294476709,0.741160862346804,2.27352326344351,2.13394659988862,3.67449247125544,4.83633515691701,4.24354030768305
"CREB3L1",0.158211440973295,2.0077806796083,-1.60933518182919,1.28517702349509,2.384864410204,-2.82215737885198,-0.675526993532808,2.83632706000502,1.08264217232523,4.81369484161751,-0.975929166159555,1.69708923363264,3.26473541263885,-0.401354809038359,1.95334618780493,1.1269990420249,-1.23067317240099,-0.0383649993999151,5.10044683411899,3.52818883842984,-0.416246628702509,2.96225768972771,1.5733718072682
"ACAN",-3.98901427885075,-3.27852782674439,3.350421161827,0.284999601279491,0.329687425482037,-3.33153836323666,-4.2639605973407,0.177546388929511,-3.7010970421864,-3.0906748305015,2.50535928076635,-3.69623902068125,-0.487281812406273,-1.82329053943347,-1.8551155520175,-1.78255641274847,-0.85963839921256,-0.985620423171616,0.540243526270205,-1.18451209973398,-5.35912147412309,0.858474864366445,-0.924889225611122
"RAB28",4.77289087361224,3.77883583867861,3.77364515622713,4.09332251984586,3.8640971836931,5.28468040361017,4.06628678728231,4.69039084806851,4.40293856912022,2.73453284441966,3.66361832014846,3.57495859976452,3.5829673766668,3.64381096251468,2.54889453116261,4.53715301599618,3.48923543830802,2.97787414042801,4.3072260939848,4.05237586611894,3.57440759198567,4.33587179564564,3.61076537710936
"TNFRSF14",7.16602473460478,6.32193073821444,5.65905847565462,7.14444479427999,7.20760825316126,6.47432986921335,6.73588224972063,5.92887313258136,4.85384481038014,4.86836032862814,8.21905737371664,6.44259181543642,6.90325823215564,7.48281966629694,6.42213005216551,7.49049070682459,6.83268938341699,5.02144845713966,5.40646292690933,6.4964691369008,7.53334144479409,9.27896237886891,6.19048559949156
"DUSP2",2.42284961538117,2.30524609659367,2.77698114088021,2.32312507140658,2.76098033120819,-1.10867515289167,4.70560799651068,1.28819837102951,2.02437167561081,0.437894202306024,2.38669879889832,2.71080933848858,1.23409517458512,3.63224810892545,2.62353627544424,2.99716185680403,1.25670048091371,0.402746382530589,0.422462123002118,2.01987640574439,1.57397881592725,1.93382171919598,2.98939295043541
"TMSB15A",-2.05550606622916,3.64453428264599,3.01084038410043,2.0993971086386,0.0303122434202789,2.65217676176701,2.28262080133122,0.21103336071499,1.37367658849566,-0.0434465832746212,3.34018498694624,1.87537053111438,1.6837145226986,2.33171994251665,-0.455837138909018,-1.10310687271357,3.09573341186081,-2.58631026920423,0.804803153575198,-9.96578428466209,0.370055393039054,0.838569579944691,-9.96578428466209
"AUTS2",1.16265451098815,2.33578982328757,5.02275975025774,1.63564540012885,2.53277889754194,2.71287426653917,2.4363939392843,1.97744747440377,3.41083088732119,2.3348288373248,2.71806341804959,1.44211236154729,3.30799102854783,2.88601591794891,0.572614895814882,2.87403815169319,2.92507883368457,3.52693817637509,4.13178880163156,1.79654129067416,3.49682909906195,2.38665883184428,2.71118627242351
"CD1B",-0.589389696510284,-1.62800448280324,-9.96578428466209,-0.66300112830434,0.251272798003699,-9.96578428466209,1.23252807693474,0.927472196194334,-1.72073245552934,-5.11352812857606,-9.96578428466209,-9.96578428466209,-2.0481751219639,-9.96578428466209,-0.597168638381408,-3.94187161471432,-9.96578428466209,-4.54564857810857,-2.05539307477471,-0.55104014868048,-1.89536288276563,-3.1079167222367,-2.00023813069161
"CD1E",0.313799994647582,0.0929950243958712,-9.96578428466209,1.09998562037607,1.60295582208641,-3.41444092038379,3.20034583300301,1.98640130630962,1.40487260463873,-2.09716582353034,-9.96578428466209,-2.42549889584839,0.250846547542643,-9.96578428466209,1.44357345010239,-3.90715355101989,-9.96578428466209,-1.70194459845396,0.0765583176962733,-1.04249894651568,-1.74242390843147,-1.53223515264937,-0.567943955312315
"PKD1L1",2.04528507686985,0.376740537610857,-1.7492327174542,-2.50361947512516,-1.47940574439881,-5.33914738352748,-0.848845529483594,0.393976626685491,-1.76284612082878,-3.55513775696406,0.225618858272164,-4.90668833443667,0.415182528236684,-0.556975565872458,-2.05018572907489,-1.27653075295684,-0.571144033265914,-1.43856026634868,-1.01985229679788,-3.3573993581076,-1.45946057961947,1.46973129555896,-4.90425065852372
